SAMPLE_NAME,Frequency
Lavaux_2021-09-30_must_Plot4_Row11/Vine20_ID9,45.0
MV_Must_Plot5_2023-09-23,44.0
Lavaux_2021-09-30_must_Plot14_Row11/Vine8_ID112,44.0
Lavaux_2021-09-30_must_Plot17_Row7/Vine21_ID159,44.0
Lavaux_2021-09-30_must_Plot14_Row15/Vine9_ID116,43.0
Lavaux_2022-09-09_must_Plot12_RepE,43.0
Lavaux_2021-08-31_leaf_Plot13_washed,42.0
SB_must_min20_24h_3,42.0
Lavaux_2023-09-20_must_Plot14_RepA,42.0
Lavaux_2021-09-30_must_Plot9_Row11/Vine22_ID54,42.0
22DL01S_5665_wine,42.0
MV_Post-AF_Plot19_Rep1_2021-10-16,42.0
Grenchen_2023-08-23_1A_grapes,40.0
Lavaux_2021-09-30_must_Plot4_Row20/Vine30_ID23,40.0
22DL05S_7101_wine,40.0
Lavaux_2021-09-30_must_Plot17_Row3/Vine10_ID145,40.0
Lavaux_2021-09-30_must_Plot5_Row2/Vine50_ID27,40.0
Lavaux_2023-09-20_must_Plot5_RepD,40.0
Lavaux_2022-09-09_must_Plot4_RepA,40.0
Lavaux_2021-09-30_must_Plot17_Row6/Vine30_ID158b,39.0
do not use,38.0
22DL05M_89_lees,38.0
Lavaux_2022-09-09_must_Plot17_RepA,37.0
SB_NaCl_sol_berry_sonication_2,37.0
Valais_85,37.0
MV_Post-AF_Plot9_Rep1_2021-10-16,37.0
Lavaux_2021-09-30_must_Plot15_Row2/Vine11_ID120,37.0
22DL02M_4630_wine,36.0
Lavaux_2021-09-30_must_Plot4_Row12/Vine30_ID11,36.0
Lavaux_2021-09-30_must_Plot5_Row2/Vine10_ID25,36.0
MV_Post-MLF_Plot20_2023-12-11,36.0
22DL04M_4761_lees,36.0
SB_must_4deg_72h_3,35.0
SB_must_min80_1wk_2,35.0
21DL06S_1094_lees,35.0
MV_Post-AF_Plot15_Rep2_2021-10-16,34.0
MV_Post-AF_Plot19_Rep2_2021-10-16,34.0
Valais_53,34.0
Grenchen_2023-08-23_2C_grapes,34.0
DO NOT USE (DUPLICATE),33.0
Lavaux_2021-09-30_must_Plot9_Row3/Vine20_ID39,33.0
Valais_73,33.0
Lavaux_2023-08-24_must_Plot5,33.0
DNA17_NegCtrl,33.0
MV_Post-AF_Plot17_Rep1_2021-10-16,32.0
Valais_63,32.0
SB_must_4deg_1wk_3,32.0
MV_Post-AF_Plot14_Rep3_2021-10-16,32.0
MV_Post-AF_Plot5_Rep2_2021-10-16,31.0
cotton_blank3,31.0
Lavaux_2023-09-20_must_Plot9_RepC,31.0
21DL07M_2198_wine,31.0
Lavaux_2023-09-20_must_Plot14_RepD,31.0
DO NOT USE (DUPLICATE),31.0
Lavaux_2022-09-09_must_Plot4_RepC,30.0
Lavaux_2021-09-30_must_Plot12_Row5/Vine40_ID86,30.0
Lavaux_2023-09-20_must_Plot5_RepA,30.0
DO NOT USE (DUPLICATE),30.0
Valais_38,30.0
Lavaux_2022-09-09_must_Plot20_RepB,30.0
SB_gylcerol_berry_wash_2,30.0
Lavaux_2021-09-30_must_Plot17_Row6/Vine30_ID158a,29.0
Lavaux_2023-09-20_must_Plot15_RepD,29.0
MV_Post-AF_Plot20_Rep1_2021-10-16,29.0
Lavaux_2021-09-30_must_Plot14_Row4/Vine4_ID104,28.0
Lavaux_2022-09-09_must_Plot15_RepA,28.0
Lavaux_2021-09-30_must_Plot20_Row14/Vine10_ID216,27.0
SB_gylcerol_berry_sonication_1,27.0
Lavaux_2023-09-20_must_Plot13_RepE,27.0
Lavaux_2022-08-10_leaf_Plot9_washed,27.0
Lavaux_2021-08-31_leaf_Plot12_1,26.0
MV_Post-AF_Plot17_Rep3_2021-10-16,26.0
Lavaux_2022-09-09_must_Plot14_RepE,26.0
MV_Post-AF_Plot20_Rep2_2021-10-16,26.0
Lavaux_2021-08-31_must_Plot20,25.0
Lavaux_2023-08-24_must_Plot13,25.0
Lavaux_2021-09-30_must_Plot4_Row19/Vine20_ID21,25.0
empty,25.0
Valais_68,25.0
Lavaux_2022-09-09_must_Plot9_RepB,25.0
MV_Post-AF_Plot11_Rep2_2021-10-16,25.0
empty,24.0
22DL03S_4618_wine,24.0
empty,24.0
SB_must_min80_1wk_1,24.0
Lavaux_2021-09-30_must_Plot11_Row7/Vine30_ID69,24.0
empty,24.0
empty,23.0
Leytron_Agroscope1_30-08-2023_berries,23.0
do not use,23.0
Lavaux_2021-09-30_must_Plot11_Row5/Vine41_ID65,23.0
Lavaux_2021-09-30_must_Plot15_Row6/Vine30_ID127,23.0
Lavaux_2023-08-24_leaf_Plot19_washed,22.0
Lavaux_2021-09-30_must_Plot9_Row5/Vine20_ID42,22.0
Lavaux_2022-09-09_must_Plot20_RepA,22.0
Lavaux_2022-09-09_must_Plot4_RepD,22.0
Lavaux_2022-08-10_must_Plot17,22.0
Lavaux_2021-08-31_soil_Plot5,22.0
Lavaux_2021-09-30_must_Plot9_Row5/Vine40_ID43,22.0
Lavaux_2021-09-30_must_Plot5_Row4/Vine10_ID30,22.0
Lavaux_2023-08-24_leaf_Plot14,21.0
SB_NaCl_sol_berry_wash_3,21.0
Valais_58,21.0
SB_swab(cotton)_freeze_immediately_3,21.0
21DL06M_BL25_wine,21.0
MV_Post-AF_Plot4_2023-10-11,21.0
Lavaux_2021-09-30_must_Plot4_Row16/Vine30_ID17,21.0
SB_water_berry_wash_3,21.0
Lavaux_2022-08-10_must_Plot4,20.0
empty,20.0
Valais_70,20.0
Lavaux_2021-09-30_must_Plot11_Row8/Vine30_ID72,19.0
Lavaux_2021-09-30_must_Plot15_Row7/Vine39_ID129a,19.0
Valais_92,19.0
Lavaux_2023-09-20_must_Plot17_RepD,19.0
Lavaux_2022-09-09_must_Plot4_RepB,19.0
Lavaux_2022-09-09_must_Plot17_RepE,18.0
Lavaux_2021-09-30_must_Plot17_Row6/Vine10_ID157,18.0
Lavaux_2022-08-10_leaf_Plot5_washed,18.0
Lavaux_2021-08-31_bark_Plot17,18.0
Lavaux_2022-08-10_leaf_Plot12_washed,17.0
DO NOT USE (DUPLICATE),17.0
Valais_31,17.0
Lavaux_2022-09-09_must_Plot13_RepE,17.0
Lavaux_2022-08-10_must_Plot14,17.0
Lavaux_2021-08-31_must_Plot9,17.0
Lavaux_2021-09-30_must_Plot15_Row14/Vine31_ID142,17.0
21DL07S_2199_wine,16.0
MV_Post-AF_Plot17_Rep2_2021-10-16,16.0
Lavaux_2021-08-31_must_Plot12,16.0
Lavaux_2021-09-30_must_Plot20_Row6/Vine10_ID205,16.0
MV_Post-AF_Plot15_Rep3_2021-10-16,16.0
DNA39_NegCtrl,16.0
Lavaux_2023-08-24_must_Plot9,16.0
22DL05M_5654_wine,16.0
Lavaux_2023-09-20_must_Plot20_RepC,16.0
Lavaux_2021-09-30_must_Plot9_Row8/Vine10_ID48,16.0
Valais_52,16.0
Valais_96,16.0
Lavaux_2023-09-20_must_Plot5_RepC,15.0
21DL09_1893_lees,15.0
Lavaux_2023-08-24_must_Plot19,15.0
Lavaux_2021-09-30_must_Plot9_Row6/Vine10_ID44,15.0
Lavaux_2023-09-20_must_Plot14_RepB,15.0
Lavaux_2023-08-24_leaf_Plot15_washed,15.0
Lavaux_2023-08-24_leaf_Plot4_washed,15.0
Lavaux_2022-08-10_leaf_Plot19_washed,14.0
21DL05S_4235_wine,14.0
Grenchen_2022-07-02_2B_grapes,14.0
Lavaux_2021-08-31_leaf_Plot17_washed,14.0
Lavaux_2021-09-30_must_Plot11_Row8/Vine11_ID71,14.0
SB_must_min20_1wk_1,14.0
Lavaux_2022-09-09_must_Plot20_RepC,14.0
DNA24_negCtrl_5,13.0
Lavaux_2021-09-30_must_Plot18_Row8/Vine7_ID191,13.0
Lavaux_2022-08-10_leaf_Plot13_washed,13.0
do not use,12.0
,12.0
Lavaux_2021-09-30_must_Plot15_Row7/Vine20_ID128b,12.0
P08_NegCtrl,12.0
DO NOT USE (DUPLICATE),12.0
DNA28_NegCtrl,12.0
Valais_81,12.0
,11.0
,11.0
Lavaux_2023-08-24_leaf_Plot13,11.0
MV_Post-MLF_Plot18_2022-01-24,11.0
Lavaux_2021-09-30_must_Plot11_Row8/Vine50_ID73,11.0
Lavaux_2023-08-24_leaf_Plot5,11.0
Lavaux_2023-09-20_must_Plot14_RepE,11.0
Lavaux_2021-09-30_must_Plot14_Row9/Vine10_ID110,11.0
Lavaux_2023-09-20_must_Plot4_RepC,11.0
SB_must_min80_1wk_3,11.0
Lavaux_2022-09-09_must_Plot5_RepA,11.0
empty?,11.0
Lavaux_2023-08-24_leaf_Plot9_washed,11.0
Lavaux_2021-09-30_must_Plot15_Row9/Vine20_ID132,11.0
Grenchen_2023-08-23_1B_grapes,10.0
Lavaux_2021-09-30_must_Plot5_Row3/Vine40_ID29,10.0
22DL05M_8075_wine,10.0
SB_must_min20_1wk_3,10.0
Lavaux_2022-09-09_must_Plot9_RepC,10.0
SB_must_freeze_immediately_3,10.0
Lavaux_2021-09-30_must_Plot13_Row5/Vine31_ID101,10.0
Lavaux_2022-09-09_must_Plot15_RepE,10.0
Lavaux_2021-09-30_must_Plot17_Row5/Vine10_ID152,10.0
Lavaux_2021-09-30_must_Plot14_Row12/Vine4_ID113,10.0
Lavaux_2022-09-09_must_Plot9_RepD,9.0
21DL03M_4185_wine,9.0
SB_gylcerol_berry_wash_3,9.0
Lavaux_2021-09-30_must_Plot5_Row3/Vine20_ID28,9.0
Lavaux_2021-09-30_must_Plot17_Row11/Vine40_ID168,9.0
,9.0
do not use,9.0
Lavaux_2021-09-30_must_Plot9_Row11/Vine40_ID55,9.0
,9.0
19DMB_C13_wine,9.0
Valais_60,9.0
do not use,8.0
Lavaux_2021-09-30_must_Plot9_Row10/Vine10_ID52,8.0
SB_must_min20_24h_2,8.0
Lavaux_2021-09-30_must_Plot4_Row10/Vine30_ID8,8.0
do not use,8.0
Lavaux_2021-09-30_must_Plot5_Row6/Vine12_ID35,8.0
Lavaux_2022-09-09_must_Plot17_RepC,8.0
SB_swab(cotton)_4deg_24h_3,8.0
MV_Post-MLF_Plot15_2023-12-11,8.0
Lavaux_2021-08-31_leaf_Plot14_washed,8.0
Lavaux_2021-09-30_must_Plot4_Row6/Vine30_ID2,8.0
Grenchen_2022-07-02_1C_grapes,7.0
Lavaux_2022-09-09_must_Plot14_RepD,7.0
Lavaux_2021-09-30_must_Plot17_Row9/Vine40_ID164,7.0
21DL03M_2194_wine,7.0
Lavaux_2021-08-31_leaf_Plot13,7.0
21DL06M_54_wine,7.0
21DL06M_9060_wine,7.0
Lavaux_2021-09-30_must_Plot17_Row4/Vine35_ID151,7.0
Lavaux_2023-08-24_leaf_Plot9,7.0
Lavaux_2021-09-30_must_Plot13_Row6/Vine20_ID102,7.0
empty,7.0
Lavaux_2023-09-20_must_Plot14_RepC,7.0
SB_must_freeze_immediately_1,6.0
21DL09_1897_wine,6.0
Lavaux_2022-09-09_must_Plot20_RepD,6.0
21DL01S_2654_wine,6.0
Lavaux_2022-09-09_must_Plot4_RepE,6.0
Lavaux_2021-09-30_must_Plot17_Row18/Vine40_ID184,6.0
21DL06S_1080_wine,6.0
Lavaux_2021-08-31_leaf_Plot19,6.0
Grenchen_2023-10-10_1A_grapes,6.0
Lavaux_2023-08-24_bark_Plot4,6.0
Leuk_1_30-08-2023_berries,6.0
DO NOT USE (DUPLICATE),6.0
Valais_83,5.0
Valais_54,5.0
Lavaux_2022-09-09_must_Plot14_RepB,5.0
Lavaux_2022-08-10_leaf_Plot4_washed,5.0
21DL07M_BL31_wine,5.0
Lavaux_2021-09-30_must_Plot19_Row2/Vine5_ID195,5.0
21DL02S_1090_wine,5.0
Lavaux_2021-08-31_leaf_Plot18_washed,5.0
Lavaux_2021-09-30_must_Plot4_Row18/Vine30_ID20,5.0
DNA49_NegCtrl,5.0
SB_must_min80_1month_3,5.0
21DL01S_5295_wine,5.0
Lavaux_2021-09-30_must_Plot5_Row6/Vine20_ID36,5.0
DO NOT USE (DUPLICATE),5.0
MV_Must_Plot17_2023-09-23,5.0
Lavaux_2022-09-09_must_Plot14_RepC,4.0
MV_Post-AF_Plot13_2022-09-30,4.0
MV_Post-MLF_Plot15_2022-01-24,4.0
Lavaux_2023-09-20_must_Plot17_RepB,4.0
SB_must_min80_1month_2,4.0
Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121a,4.0
Lavaux_2022-09-09_must_Plot17_RepB,4.0
Empty,4.0
Lavaux_2021-09-30_must_Plot12_Row4/Vine10_ID82,4.0
Lavaux_2021-09-30_must_Plot19_Row4/Vine5_ID197,4.0
Lavaux_2023-08-24_leaf_Plot4,4.0
Lavaux_2021-09-30_must_Plot9_Row7/Vine40_ID47,4.0
SB_must_min20_1wk_2,4.0
Lavaux_2022-09-09_must_Plot14_RepA,3.0
Lavaux_2021-09-30_must_Plot17_Row4/Vine5_ID148,3.0
Lavaux_2022-09-09_must_Plot12_RepA,3.0
Empty,3.0
DNA14_NegCtrl_2,3.0
Lavaux_2021-08-31_leaf_Plot14,3.0
Lavaux_2023-08-24_bark_Plot19,3.0
DO NOT USE (DUPLICATE),3.0
SB_must_min20_24h_1,3.0
Lavaux_2022-09-09_must_Plot12_RepB,3.0
21DL03M_2194_lees,3.0
Lavaux_2023-08-24_must_Plot15,3.0
Lavaux_2022-08-10_must_Plot19,3.0
SB_swab(cotton)_4deg_24h_2,3.0
SB_must_freeze_immediately_2,3.0
Lavaux_2023-08-24_must_Plot17,3.0
Lavaux_2021-08-31_leaf_Plot11_washed,3.0
do not use,3.0
Lavaux_2021-09-30_must_Plot9_Row6/Vine30_ID45,3.0
Lavaux_2021-09-30_must_Plot5_Row4/Vine50_ID32,3.0
Valais_76,3.0
Valais_91,3.0
Lavaux_2021-09-30_must_Plot15_Row8/Vine29_ID131a,3.0
do not use,3.0
Lavaux_2021-09-30_must_Plot11_Row3/Vine40_ID60,2.0
Lavaux_2021-09-30_must_Plot17_Row15/Vine40_ID176,2.0
Lavaux_2022-09-09_must_Plot20_RepE,2.0
SB_must_min20_1month_1,2.0
Mart_6_30-08-2023_berries,2.0
Lavaux_2021-09-30_must_Plot20_Row4/Vine10_ID202,2.0
21DL04M_1066_lees,2.0
21DL07S_BL30_lees,2.0
21DL02S_51_wine,2.0
21DL02S_6535_wine,2.0
21DL04M_52_wine,2.0
DNA40_NegCtrl,2.0
Lavaux_2021-09-30_must_Plot14_Row18/Vine4_ID119,2.0
Lavaux_2023-08-24_must_Plot14,2.0
Lavaux_2021-08-31_leaf_Plot18,2.0
Lavaux_2021-09-30_must_Plot14_Row6/Vine4_ID106,2.0
21DL06S_1081_wine,2.0
DO NOT USE (DUPLICATE),2.0
Lavaux_2021-08-31_leaf_Plot4_washed,2.0
Grenchen_2022-07-02_1A_grapes,2.0
Lavaux_2021-09-30_must_Plot4_Row20/Vine10_ID22,2.0
22DL01S_8054_wine,2.0
MV_Post-MLF_Plot12_2022-01-24,2.0
Lavaux_2021-09-30_must_Plot4_Row14/Vine30_ID14,2.0
MV_Post-AF_Plot18_Rep3_2021-10-16,2.0
Valais_86,2.0
Lavaux_2021-08-31_leaf_Plot15_washed,2.0
21DL08M_1885_wine,2.0
Lavaux_2021-09-30_must_Plot4_Row18/Vine10_ID19,1.0
cotton_tips_1,1.0
Lavaux_2021-09-30_must_Plot12_Row3/Vine60_ID81,1.0
Lavaux_2023-08-24_must_Plot12,1.0
DNA41_negCtrl_3,1.0
MV_Post-AF_Plot5_Rep3_2021-10-16,1.0
Lavaux_2022-09-09_must_Plot19_RepA,1.0
SB_gylcerol_berry_sonication_3,1.0
do not use,1.0
Lavaux_2022-09-09_must_Plot5_RepB,1.0
21DL05S_2206_wine,1.0
Lavaux_2021-09-30_must_Plot9_Row7/Vine20_ID46,1.0
MV_Post-AF_Plot12_Rep1_2021-10-16,1.0
DNA11_NegCtrl_2,1.0
MV_Post-AF_Plot9_Rep2_2021-10-16,1.0
21DL05S_2751_wine,1.0
21DL03M_1073_wine,1.0
21DL09_1893_wine,0.0
Lavaux_2022-08-10_must_Plot5,0.0
Lavaux_2021-09-30_must_Plot11_Row4/Vine10_ID61,0.0
Lavaux_2021-09-30_must_Plot11_Row5/Vine19_ID64,0.0
SB_PBS_berry_wash_1,0.0
21DL06S_1094_wine,0.0
SB_must_4deg_1wk_1,0.0
Lavaux_2021-09-30_must_Plot20_Row13/Vine20_ID215,0.0
Lavaux_2022-08-10_leaf_Plot15_washed,0.0
Lavaux_2023-08-24_leaf_Plot5_washed,0.0
Lavaux_2022-08-10_leaf_Plot20_washed,0.0
Lavaux_2022-08-10_leaf_Plot14_washed,0.0
DNA11_NegCtrl_1,0.0
Lavaux_2021-09-30_must_Plot17_Row18/Vine30_ID183,0.0
Valais_57,0.0
Valais_71,0.0
21DL08M_1884_wine,0.0
do not use,0.0
Lavaux_2021-09-30_must_Plot13_Row5/Vine10_ID100,0.0
SB_water_berry_wash_2,0.0
Lavaux_2021-09-30_must_Plot5_Row4/Vine31_ID31,0.0
DO NOT USE (DUPLICATE),0.0
Lavaux_2021-09-30_must_Plot4_Row6/Vine10_ID1,0.0
Lavaux_2021-09-30_must_Plot11_Row7/Vine50_ID70,0.0
Lavaux_2021-09-30_must_Plot4_Row13/Vine20_ID12,0.0
Lavaux_2021-09-30_must_Plot4_Row7/Vine20_ID3,0.0
Lavaux_2021-09-30_must_Plot11_Row2/Vine51_ID58,0.0
Lavaux_2023-08-24_leaf_Plot19,0.0
Lavaux_2023-08-24_leaf_Plot17,0.0
Empty,0.0
Lavaux_2023-08-24_leaf_Plot12,0.0
Lavaux_2023-08-24_leaf_Plot15,0.0
Lavaux_2023-08-24_leaf_Plot20,0.0
empty,0.0
MV_Post-MLF_Plot9_2022-01-24,0.0
Lavaux_2022-09-09_must_Plot17_RepD,0.0
MV_Must_Plot9_2023-09-23,0.0
DO NOT USE (DUPLICATE) ,0.0
SB_must_min20_1month_2,0.0
DO NOT USE (DUPLICATE),0.0
DO NOT USE (DUPLICATE),0.0
SB_swab(cotton)_freeze_immediately_2,0.0
SB_swab(cotton)_freeze_immediately_1,0.0
SB_NaCl_sol_berry_sonication_1,0.0
Lavaux_2023-08-24_must_Plot4,0.0
Lavaux_2023-09-20_must_Plot5_RepB,0.0
22DL05M_89_wine,0.0
Lavaux_2023-09-20_must_Plot17_RepC,0.0
Lavaux_2023-09-20_must_Plot12_RepC,0.0
cotton_tips_3,0.0
21DL04M_2752_wine,0.0
Lavaux_2021-09-30_must_Plot4_Row17/Vine20_ID18,0.0
DNA14_NegCtrl_1,0.0
Lavaux_2021-09-30_must_Plot20_Row6/Vine30_ID206,0.0
19DMB_D2_wine,0.0
cotton_tips_2,0.0
