Name	SAMPLE_NAME	CTRL	Project	DNA_extraction_plate	Plate	Bacterial conc. (ng/uL)
364528_534-LP3-16S-1110	DNA49_NegCtrl	NegCtrl	SoilColonialization	DNA49	P12	2.4
364528_413-LP3-16S-0989	DNA24_posCtrl_2	PosCtrl	BotrytizedWine	DNA41	P11	6.1
364528_292-LP3-16S-0868	Grenchen_2023-06-20_1A	Sample	SoilColonialization	DNA42	P10	4.2
364528_535-LP3-16S-1111	Grenchen_2023-10-10_1C_grapes	Sample	SoilColonialization	DNA49	P12	2.7
364528_414-LP3-16S-0990	22DL05M_5654_wine	Sample	BotrytizedWine	DNA41	P11	5.0
364528_293-LP3-16S-0869	Grenchen_2023-06-20_2B	Sample	SoilColonialization	DNA42	P10	3.9
364528_536-LP3-16S-1112	Grenchen_2023-10-10_1A_grapes	Sample	SoilColonialization	DNA49	P12	3.2
364528_415-LP3-16S-0991	22DL05M_89_wine	Sample	BotrytizedWine	DNA41	P11	2.4
364528_294-LP3-16S-0870	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA42	P10	3.0
364528_416-LP3-16S-0992	22DL05M_8075_wine	Sample	BotrytizedWine	DNA41	P11	3.5
364528_295-LP3-16S-0871	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA42	P10	4.0
364528_530-LP3-16S-1106	Champlan_1_30-08-2023_berries	Sample	WINE	DNA49	P12	4.9
364528_409-LP3-16S-0985	21DL05S_2751_lees	Sample	BotrytizedWine	DNA41	P11	3.9
364528_288-LP3-16S-0864	P09_PCR-_PCR1_20240918	NegCtrl	Lavaux		P9	7.1
364528_531-LP3-16S-1107	Weinmanufaktur_14-09-2023_berries	Sample	WINE	DNA49	P12	3.4
364528_410-LP3-16S-0986	21DL07S_BL30_lees	Sample	BotrytizedWine	DNA41	P11	1.6
364528_289-LP3-16S-0865	Lavaux_2021-08-31_bark_Plot5	Sample	Lavaux	DNA42	P10	3.5
364528_532-LP3-16S-1108	Diederik_14-09-2023_berries	Sample	WINE	DNA49	P12	4.0
364528_411-LP3-16S-0987	21DL06S_1094_lees	Sample	BotrytizedWine	DNA41	P11	1.9
364528_290-LP3-16S-0866	Lavaux_2021-08-31_bark_Plot4	Sample	Lavaux	DNA42	P10	4.3
364528_533-LP3-16S-1109	Grenchen_2023-10-10_1B_grapes	Sample	SoilColonialization	DNA49	P12	4.7
364528_412-LP3-16S-0988	DNA41_negCtrl_3	NegCtrl	BotrytizedWine	DNA41	P11	1.7
364528_291-LP3-16S-0867	Grenchen_2023-06-20_2A	Sample	SoilColonialization	DNA42	P10	3.8
364528_296-LP3-16S-0872	Fluntern_2023-06-20_1C	Sample	SoilColonialization	DNA42	P10	5.5
364528_537-LP3-16S-1113	Grenchen_2023-08-23_2C_grapes	Sample	SoilColonialization	DNA49	P12	3.2
364528_538-LP3-16S-1114	Grenchen_2023-08-23_1A_grapes	Sample	SoilColonialization	DNA49	P12	2.6
364528_417-LP3-16S-0993	19DMB_D2_wine	Sample	BotrytizedWine	DNA41	P11	1.8
364528_539-LP3-16S-1115	Grenchen_2023-08-23_1B_grapes	Sample	SoilColonialization	DNA49	P12	2.1
364528_418-LP3-16S-0994	19DMB_C13_wine	Sample	BotrytizedWine	DNA41	P11	1.4
364528_297-LP3-16S-0873	Grenchen_2023-06-20_1B	Sample	SoilColonialization	DNA42	P10	9.4
364528_540-LP3-16S-1116	Grenchen_2023-08-23_1C_grapes	Sample	SoilColonialization	DNA49	P12	10.6
364528_419-LP3-16S-0995	21DL01S_5295_wine	Sample	BotrytizedWine	DNA41	P11	1.2
364528_298-LP3-16S-0874	Erlenbach_2023-06-20_1	Sample	SoilColonialization	DNA42	P10	6.2
364528_177-LP3-16S-0753	MV_Post-AF_Plot20_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	7.0
364528_523-LP3-16S-1099	Baur_Wein_14-09-2023_berries	Sample	WINE	DNA49	P12	2.9
364528_402-LP3-16S-0978	21DL09_1893_lees	Sample	BotrytizedWine	DNA41	P11	2.3
364528_281-LP3-16S-0857	Lavaux_2022-08-10_bark_Plot13	Sample	Lavaux	DNA16	P9	4.5
364528_524-LP3-16S-1100	Leytron_Agroscope2_30-08-2023_berries	Sample	WINE	DNA49	P12	2.8
364528_403-LP3-16S-0979	22DL01S_4609_lees	Sample	BotrytizedWine	DNA41	P11	2.3
364528_282-LP3-16S-0858	Lavaux_2021-08-31_bark_Plot12	Sample	Lavaux	DNA16	P9	12.6
364528_525-LP3-16S-1101	Leytron_Agroscope1_30-08-2023_berries	Sample	WINE	DNA49	P12	2.3
364528_404-LP3-16S-0980	DO NOT USE (DUPLICATE) 	Sample	NOT-USE	DNA41	P11	2.3
364528_283-LP3-16S-0859	Lavaux_2021-08-31_leaf_Plot9	Sample	Lavaux	DNA16	P9	10.4
364528_526-LP3-16S-1102	Mart_6_30-08-2023_berries	Sample	WINE	DNA49	P12	1.6
364528_405-LP3-16S-0981	22DL05M_89_lees	Sample	BotrytizedWine	DNA41	P11	2.1
364528_284-LP3-16S-0860	DNA16_NegCtrl	NegCtrl	Lavaux	DNA16	P9	6.4
364528_519-LP3-16S-1095	Sav_3_30-08-2023_berries	Sample	WINE	DNA49	P12	2.3
364528_398-LP3-16S-0974	22DL05S_7101_lees	Sample	BotrytizedWine	DNA41	P11	2.6
364528_277-LP3-16S-0853	Lavaux_2021-08-31_bark_Plot18	Sample	Lavaux	DNA16	P9	3.6
364528_520-LP3-16S-1096	Sav_1_30-08-2023_berries	Sample	WINE	DNA49	P12	2.0
364528_399-LP3-16S-0975	22DL03S_4618_lees	Sample	BotrytizedWine	DNA41	P11	3.1
364528_278-LP3-16S-0854	Lavaux_2021-08-31_bark_Plot14	Sample	Lavaux	DNA16	P9	2.9
364528_521-LP3-16S-1097	Leuk_1_30-08-2023_berries	Sample	WINE	DNA49	P12	1.7
364528_400-LP3-16S-0976	22DL04M_4761_lees	Sample	BotrytizedWine	DNA41	P11	3.1
364528_279-LP3-16S-0855	Lavaux_2022-08-10_bark_Plot15	Sample	Lavaux	DNA16	P9	3.2
364528_522-LP3-16S-1098	Muraz_1_30-08-2023_berries	Sample	WINE	DNA49	P12	2.6
364528_401-LP3-16S-0977	22DL05S_4763_lees	Sample	BotrytizedWine	DNA41	P11	4.4
364528_280-LP3-16S-0856	Lavaux_2021-08-31_bark_Plot15	Sample	Lavaux	DNA16	P9	5.3
364528_406-LP3-16S-0982	21DL04M_1066_lees	Sample	BotrytizedWine	DNA41	P11	2.5
364528_285-LP3-16S-0861	Lavaux_2021-08-31_bark_Plot9	Sample	Lavaux	DNA16	P9	6.5
364528_286-LP3-16S-0862	Lavaux_2021-08-31_bark_Plot13	Sample	Lavaux	DNA16	P9	6.6
364528_527-LP3-16S-1103	Rebhalde_14-09-2023_berries	Sample	WINE	DNA49	P12	1.6
364528_528-LP3-16S-1104	Hasenhalde_14-09-2023_berries	Sample	WINE	DNA49	P12	2.6
364528_407-LP3-16S-0983	21DL02S_51_lees	Sample	BotrytizedWine	DNA41	P11	2.7
364528_529-LP3-16S-1105	Wine_by_Jet_14-09-2023_berries	Sample	WINE	DNA49	P12	5.7
364528_408-LP3-16S-0984	22DL02M_4630_lees	Sample	BotrytizedWine	DNA41	P11	2.9
364528_287-LP3-16S-0863	Lavaux_2021-08-31_bark_Plot11	Sample	Lavaux	DNA16	P9	7.5
364528_556-LP3-16S-1132	Grenchen_2022-07-02_1A_grapes	Sample	SoilColonialization	DNA49	P12	13.9
364528_435-LP3-16S-1011	21DL06M_BL25_wine	Sample	BotrytizedWine	DNA41	P11	3.1
364528_314-LP3-16S-0890	Lavaux_2021-08-31_must_Plot19	Sample	Lavaux	DNA42	P10	2.2
364528_193-LP3-16S-0769	Lavaux_2023-09-20_must_Plot13_RepA	Sample	Lavaux	DNA40	P9	3.0
364528_436-LP3-16S-1012	21DL06M_9060_wine	Sample	BotrytizedWine	DNA41	P11	2.6
364528_315-LP3-16S-0891	Lavaux_2021-08-31_must_Plot14	Sample	Lavaux	DNA42	P10	2.4
364528_194-LP3-16S-0770	Lavaux_2023-09-20_must_Plot15_RepA	Sample	Lavaux	DNA40	P9	3.2
364528_316-LP3-16S-0892	Lavaux_2021-08-31_must_Plot12	Sample	Lavaux	DNA42	P10	2.4
364528_195-LP3-16S-0771	Lavaux_2023-09-20_must_Plot4_RepE	Sample	Lavaux	DNA40	P9	2.9
364528_196-LP3-16S-0772	Lavaux_2023-09-20_must_Plot4_RepD	Sample	Lavaux	DNA40	P9	4.7
364528_552-LP3-16S-1128	DNA28_NegCtrl	NegCtrl	SoilColonialization	DNA28	P12	12.6
364528_431-LP3-16S-1007	21DL05S_2206_wine	Sample	BotrytizedWine	DNA41	P11	2.0
364528_310-LP3-16S-0886	Lavaux_2021-08-31_must_Plot9	Sample	Lavaux	DNA42	P10	1.6
364528_189-LP3-16S-0765	MV_Post-MLF_Plot20_2022-01-24	Sample	Lavaux	DNA23	P8	7.8
364528_553-LP3-16S-1129	Grenchen_2022-07-02_2A_grapes	Sample	SoilColonialization	DNA49	P12	11.1
364528_432-LP3-16S-1008	21DL05S_2751_wine	Sample	BotrytizedWine	DNA41	P11	1.7
364528_311-LP3-16S-0887	Lavaux_2021-08-31_must_Plot20	Sample	Lavaux	DNA42	P10	1.7
364528_190-LP3-16S-0766	MV_Post-AF_Plot5_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	7.0
364528_554-LP3-16S-1130	Grenchen_2022-07-02_2C_grapes	Sample	SoilColonialization	DNA49	P12	9.8
364528_433-LP3-16S-1009	21DL05S_4235_wine	Sample	BotrytizedWine	DNA41	P11	4.4
364528_312-LP3-16S-0888	Lavaux_2021-08-31_must_Plot15	Sample	Lavaux	DNA42	P10	2.1
364528_191-LP3-16S-0767	MV_Post-AF_Plot9_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	7.0
364528_555-LP3-16S-1131	Grenchen_2022-07-02_1B_grapes	Sample	SoilColonialization	DNA49	P12	12.5
364528_434-LP3-16S-1010	DNA24_negCtrl_5	NegCtrl	BotrytizedWine	DNA41	P11	3.5
364528_313-LP3-16S-0889	Lavaux_2021-08-31_must_Plot13	Sample	Lavaux	DNA42	P10	5.1
364528_192-LP3-16S-0768	MV_Post-AF_Plot18_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	7.9
364528_559-LP3-16S-1135	MV_Post-AF_Plot9_2022-09-30	Sample	Lavaux	DNA28	P12	10.1
364528_438-LP3-16S-1014	21DL06S_1081_wine	Sample	BotrytizedWine	DNA41	P11	2.8
364528_317-LP3-16S-0893	Lavaux_2021-08-31_must_Plot11	Sample	Lavaux	DNA42	P10	1.9
364528_560-LP3-16S-1136	MV_Must_Plot19_2022-09-13	Sample	Lavaux	DNA28	P12	13.2
364528_439-LP3-16S-1015	21DL06S_1094_wine	Sample	BotrytizedWine	DNA41	P11	3.0
364528_318-LP3-16S-0894	Lavaux_2021-08-31_must_Plot18	Sample	Lavaux	DNA42	P10	5.0
364528_197-LP3-16S-0773	Lavaux_2023-09-20_must_Plot20_RepA	Sample	Lavaux	DNA40	P9	3.2
364528_561-LP3-16S-1137	MV_Must_Plot15_2022-09-13	Sample	Lavaux	DNA28	P12	7.9
364528_440-LP3-16S-1016	21DL06S_1080_wine	Sample	BotrytizedWine	DNA41	P11	2.9
364528_319-LP3-16S-0895	Lavaux_2021-09-30_must_Plot20_Row6/Vine10_ID205	Sample	Lavaux	DNA42	P10	2.5
364528_198-LP3-16S-0774	Lavaux_2023-09-20_must_Plot19_RepB	Sample	Lavaux	DNA40	P9	3.3
364528_077-LP3-16S-0653	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.2
364528_562-LP3-16S-1138	MV_Post-AF_Plot5_2022-09-30	Sample	Lavaux	DNA28	P12	6.6
364528_441-LP3-16S-1017	21DL07M_1083_wine	Sample	BotrytizedWine	DNA41	P11	2.8
364528_320-LP3-16S-0896	Lavaux_2021-09-30_must_Plot14_Row4/Vine4_ID104	Sample	Lavaux	DNA42	P10	3.9
364528_199-LP3-16S-0775	Lavaux_2023-09-20_must_Plot15_RepC	Sample	Lavaux	DNA40	P9	3.4
364528_078-LP3-16S-0654	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.7
364528_557-LP3-16S-1133	MV_Must_Plot14_2022-09-13	Sample	Lavaux	DNA28	P12	14.1
364528_558-LP3-16S-1134	MV_Must_Plot5_2022-09-13	Sample	Lavaux	DNA28	P12	14.7
364528_437-LP3-16S-1013	21DL06M_54_wine	Sample	BotrytizedWine	DNA41	P11	4.1
364528_545-LP3-16S-1121	do not use	Sample	NOT-USE	DNA49	P12	1.5
364528_424-LP3-16S-1000	21DL02S_1090_wine	Sample	BotrytizedWine	DNA41	P11	1.7
364528_303-LP3-16S-0879	Fluntern_2023-06-20_1A	Sample	SoilColonialization	DNA42	P10	6.9
364528_182-LP3-16S-0758	MV_Post-AF_Plot17_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	5.3
364528_546-LP3-16S-1122	do not use	Sample	NOT-USE	DNA49	P12	1.6
364528_425-LP3-16S-1001	21DL03M_1073_wine	Sample	BotrytizedWine	DNA41	P11	1.8
364528_304-LP3-16S-0880	Grenchen_2023-06-20_2C	Sample	SoilColonialization	DNA42	P10	5.5
364528_183-LP3-16S-0759	MV_Post-AF_Plot15_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	7.2
364528_426-LP3-16S-1002	21DL03M_4185_wine	Sample	BotrytizedWine	DNA41	P11	1.6
364528_305-LP3-16S-0881	Erlenbach_2023-06-20_3	Sample	SoilColonialization	DNA42	P10	3.2
364528_184-LP3-16S-0760	MV_Post-AF_Plot13_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	6.5
364528_306-LP3-16S-0882	Fluntern_2023-06-20_1B	Sample	SoilColonialization	DNA42	P10	5.8
364528_185-LP3-16S-0761	MV_Post-AF_Plot19_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	7.2
364528_541-LP3-16S-1117	Grenchen_2023-08-23_2A_grapes	Sample	SoilColonialization	DNA49	P12	4.0
364528_420-LP3-16S-0996	empty	Sample	NOT-USE	DNA41	P11	4.6
364528_299-LP3-16S-0875	DNA42_NegCtrl	Sample	SoilColonialization	DNA42	P10	2.7
364528_178-LP3-16S-0754	MV_Post-AF_Plot17_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	4.7
364528_542-LP3-16S-1118	Grenchen_2023-08-23_2B_grapes	Sample	SoilColonialization	DNA49	P12	4.2
364528_421-LP3-16S-0997	21DL01S_2654_wine	Sample	BotrytizedWine	DNA41	P11	1.7
364528_300-LP3-16S-0876	Grenchen_2023-06-20_1C	Sample	SoilColonialization	DNA42	P10	5.8
364528_179-LP3-16S-0755	MV_Post-AF_Plot13_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	4.6
364528_543-LP3-16S-1119	Grenchen_2022-07-02_1C_grapes	Sample	SoilColonialization	DNA49	P12	2.9
364528_422-LP3-16S-0998	21DL02S_51_wine	Sample	BotrytizedWine	DNA41	P11	2.0
364528_301-LP3-16S-0877	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA42	P10	4.2
364528_180-LP3-16S-0756	MV_Post-AF_Plot11_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	7.5
364528_544-LP3-16S-1120	Grenchen_2022-07-02_2B_grapes	Sample	SoilColonialization	DNA49	P12	9.5
364528_423-LP3-16S-0999	21DL02S_6535_wine	Sample	BotrytizedWine	DNA41	P11	2.7
364528_302-LP3-16S-0878	Erlenbach_2023-06-20_2	Sample	SoilColonialization	DNA42	P10	4.4
364528_181-LP3-16S-0757	MV_Post-AF_Plot4_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	7.8
364528_186-LP3-16S-0762	MV_Post-AF_Plot12_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	7.6
364528_548-LP3-16S-1124	do not use	Sample	NOT-USE	DNA49	P12	7.8
364528_427-LP3-16S-1003	21DL03M_2194_wine	Sample	BotrytizedWine	DNA41	P11	2.2
364528_549-LP3-16S-1125	MV_Post-AF_Plot13_2022-09-30	Sample	Lavaux	DNA28	P12	2.1
364528_428-LP3-16S-1004	21DL04M_52_wine	Sample	BotrytizedWine	DNA41	P11	1.7
364528_307-LP3-16S-0883	Lavaux_2021-08-31_must_Plot17	Sample	Lavaux	DNA42	P10	1.9
364528_550-LP3-16S-1126	MV_Post-AF_Plot15_2022-09-30	Sample	Lavaux	DNA28	P12	2.1
364528_429-LP3-16S-1005	21DL04M_2752_wine	Sample	BotrytizedWine	DNA41	P11	1.7
364528_308-LP3-16S-0884	Lavaux_2021-08-31_must_Plot5	Sample	Lavaux	DNA42	P10	2.0
364528_187-LP3-16S-0763	MV_Post-AF_Plot9_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	7.3
364528_551-LP3-16S-1127	MV_Must_Plot17_2022-09-13	Sample	Lavaux	DNA28	P12	1.5
364528_430-LP3-16S-1006	21DL04M_1066_wine	Sample	BotrytizedWine	DNA41	P11	2.0
364528_309-LP3-16S-0885	Lavaux_2021-08-31_must_Plot4	Sample	Lavaux	DNA42	P10	1.9
364528_188-LP3-16S-0764	MV_Post-MLF_Plot4_2022-01-24	Sample	Lavaux	DNA23	P8	6.9
364528_547-LP3-16S-1123	do not use	Sample	NOT-USE	DNA49	P12	1.8
364528_490-LP3-16S-1066	Lavaux_2021-08-31_leaf_Plot5_washed	Sample	Lavaux	DNA49	P12	6.1
364528_491-LP3-16S-1067	Lavaux_2023-08-24_leaf_Plot15_washed	Sample	Lavaux	DNA49	P12	2.2
364528_492-LP3-16S-1068	Lavaux_2021-08-31_leaf_Plot14_washed	Sample	Lavaux	DNA49	P12	3.2
364528_493-LP3-16S-1069	Lavaux_2022-08-10_leaf_Plot20_washed	Sample	Lavaux	DNA49	P12	3.1
364528_487-LP3-16S-1063	Lavaux_2023-08-24_leaf_Plot17_washed	Sample	Lavaux	DNA49	P12	7.4
364528_488-LP3-16S-1064	Lavaux_2023-08-24_leaf_Plot20_washed	Sample	Lavaux	DNA49	P12	7.1
364528_489-LP3-16S-1065	Lavaux_2023-08-24_leaf_Plot14_washed	Sample	Lavaux	DNA49	P12	10.0
364528_494-LP3-16S-1070	Lavaux_2022-08-10_leaf_Plot12_washed	Sample	Lavaux	DNA49	P12	2.5
364528_495-LP3-16S-1071	Lavaux_2023-08-24_leaf_Plot9_washed	Sample	Lavaux	DNA49	P12	2.5
364528_496-LP3-16S-1072	Lavaux_2022-08-10_leaf_Plot14_washed	Sample	Lavaux	DNA49	P12	3.2
364528_479-LP3-16S-1055	DNA41_negCtrl_2	NegCtrl	BotrytizedWine	DNA41	P11	7.7
364528_480-LP3-16S-1056	DNA24_negCtrl_3	NegCtrl	BotrytizedWine	DNA41	P11	9.2
364528_481-LP3-16S-1057	Lavaux_2021-08-31_leaf_Plot9_washed	Sample	Lavaux	DNA49	P12	7.9
364528_482-LP3-16S-1058	Lavaux_2021-08-31_leaf_Plot19_washed	Sample	Lavaux	DNA49	P12	6.9
364528_477-LP3-16S-1053	22DL07_5656_wine	Sample	BotrytizedWine	DNA41	P11	8.2
364528_478-LP3-16S-1054	DNA24_negCtrl_2	NegCtrl	BotrytizedWine	DNA41	P11	7.7
364528_483-LP3-16S-1059	empty	Sample	NOT-USE	DNA49	P12	6.2
364528_484-LP3-16S-1060	Lavaux_2021-08-31_leaf_Plot12_washed	Sample	Lavaux	DNA49	P12	9.5
364528_485-LP3-16S-1061	Lavaux_2023-08-24_leaf_Plot13_washed	Sample	Lavaux	DNA49	P12	9.8
364528_486-LP3-16S-1062	Lavaux_2022-08-10_leaf_Plot17_washed	Sample	Lavaux	DNA49	P12	4.0
364528_512-LP3-16S-1088	Lavaux_2021-08-31_leaf_Plot17_washed	Sample	Lavaux	DNA49	P12	4.0
364528_391-LP3-16S-0967	empty	Sample	NOT-USE	DNA41	P11	4.4
364528_513-LP3-16S-1089	Lavaux_2021-08-31_leaf_Plot4_washed	Sample	Lavaux	DNA49	P12	1.4
364528_392-LP3-16S-0968	empty	Sample	NOT-USE	DNA41	P11	5.6
364528_514-LP3-16S-1090	Ruetihof_14-09-2023_berries	Sample	WINE	DNA49	P12	2.3
364528_393-LP3-16S-0969	21DL02S_1090_lees	Sample	BotrytizedWine	DNA41	P11	5.9
364528_515-LP3-16S-1091	Miege_3_30-08-2023_berries	Sample	WINE	DNA49	P12	2.4
364528_394-LP3-16S-0970	22DL04M_5657_lees	Sample	BotrytizedWine	DNA41	P11	5.7
364528_508-LP3-16S-1084	Lavaux_2021-08-31_leaf_Plot18_washed	Sample	Lavaux	DNA49	P12	2.5
364528_387-LP3-16S-0963	DNA41_negCtrl_4	NegCtrl	BotrytizedWine	DNA41	P11	5.2
364528_509-LP3-16S-1085	Lavaux_2022-08-10_leaf_Plot15_washed	Sample	Lavaux	DNA49	P12	2.6
364528_388-LP3-16S-0964	DNA24_posCtrl_1	PosCtrl	BotrytizedWine	DNA41	P11	6.8
364528_510-LP3-16S-1086	Lavaux_2023-08-24_leaf_Plot19_washed	Sample	Lavaux	DNA49	P12	5.1
364528_389-LP3-16S-0965	21DL08M_1885_lees	Sample	BotrytizedWine	DNA41	P11	5.4
364528_511-LP3-16S-1087	Lavaux_2022-08-10_leaf_Plot5_washed	Sample	Lavaux	DNA49	P12	1.8
364528_390-LP3-16S-0966	21DL06M_54_lees	Sample	BotrytizedWine	DNA41	P11	5.5
364528_516-LP3-16S-1092	Leytron_Agroscope3_30-08-2023_berries	Sample	WINE	DNA49	P12	6.4
364528_395-LP3-16S-0971	22DL07_5656_lees	Sample	BotrytizedWine	DNA41	P11	2.7
364528_396-LP3-16S-0972	21DL01S_2653_lees	Sample	BotrytizedWine	DNA41	P11	2.4
364528_517-LP3-16S-1093	Strickhof_14-09-2023_berries	Sample	WINE	DNA49	P12	3.2
364528_518-LP3-16S-1094	Leytron_Agroscope4_30-08-2023_berries	Sample	WINE	DNA49	P12	1.7
364528_397-LP3-16S-0973	21DL03M_2194_lees	Sample	BotrytizedWine	DNA41	P11	2.1
364528_501-LP3-16S-1077	Lavaux_2022-08-10_leaf_Plot19_washed	Sample	Lavaux	DNA49	P12	2.8
364528_380-LP3-16S-0956		Sample	NOT-USE		P10	10.5
364528_502-LP3-16S-1078	Lavaux_2022-08-10_leaf_Plot4_washed	Sample	Lavaux	DNA49	P12	2.3
364528_381-LP3-16S-0957		Sample	NOT-USE		P10	12.4
364528_503-LP3-16S-1079	Lavaux_2021-08-31_leaf_Plot15_washed	Sample	Lavaux	DNA49	P12	2.1
364528_382-LP3-16S-0958		Sample	NOT-USE		P10	9.2
364528_504-LP3-16S-1080	Lavaux_2023-08-24_leaf_Plot5_washed	Sample	Lavaux	DNA49	P12	3.0
364528_383-LP3-16S-0959		Sample	NOT-USE		P10	5.9
364528_497-LP3-16S-1073	Lavaux_2022-08-10_leaf_Plot11_washed	Sample	Lavaux	DNA49	P12	4.9
364528_498-LP3-16S-1074	Lavaux_2021-08-31_leaf_Plot13_washed	Sample	Lavaux	DNA49	P12	3.1
364528_377-LP3-16S-0953		Sample	NOT-USE		P10	12.7
364528_499-LP3-16S-1075	DNA49_PosCtrl	PosCtrl	Lavaux	DNA49	P12	14.6
364528_378-LP3-16S-0954		Sample	NOT-USE		P10	12.4
364528_500-LP3-16S-1076	Lavaux_2022-08-10_leaf_Plot13_washed	Sample	Lavaux	DNA49	P12	3.1
364528_379-LP3-16S-0955		Sample	NOT-USE		P10	8.6
364528_505-LP3-16S-1081	Lavaux_2022-08-10_leaf_Plot9_washed	Sample	Lavaux	DNA49	P12	4.4
364528_384-LP3-16S-0960		Sample	NOT-USE		P10	10.1
364528_506-LP3-16S-1082	Lavaux_2021-08-31_leaf_Plot11_washed	Sample	Lavaux	DNA49	P12	1.9
364528_385-LP3-16S-0961	21DL07S_BL30_wine	Sample	BotrytizedWine	DNA41	P11	6.0
364528_386-LP3-16S-0962	21DL01S_2653_wine	Sample	BotrytizedWine	DNA41	P11	4.4
364528_507-LP3-16S-1083	Lavaux_2023-08-24_leaf_Plot4_washed	Sample	Lavaux	DNA49	P12	1.7
364528_057-LP3-16S-0633	Miege_3_17-08-2023_soil	Sample	WINE	DNA31	P7	2.5
364528_058-LP3-16S-0634	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.3
364528_059-LP3-16S-0635	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.5
364528_064-LP3-16S-0640	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.2
364528_065-LP3-16S-0641	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.6
364528_066-LP3-16S-0642	Rebhalde_05-09-2023_soil	Sample	WINE	DNA31	P7	2.3
364528_060-LP3-16S-0636	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.0
364528_061-LP3-16S-0637	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	2.2
364528_062-LP3-16S-0638	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	2.3
364528_063-LP3-16S-0639	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.7
364528_046-LP3-16S-0622	Fluntern_2023-10-10_1B	Sample	SoilColonialization	DNA31	P7	2.2
364528_167-LP3-16S-0743	MV_Post-AF_Plot12_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	1.7
364528_168-LP3-16S-0744	MV_Post-AF_Plot17_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	8.6
364528_047-LP3-16S-0623	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.1
