Name	SAMPLE_NAME	CTRL	Project	DNA_extraction_plate	Plate	Bacterial conc. (ng/uL)
364528_169-LP3-16S-0745	MV_Post-AF_Plot13_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	8.4
364528_048-LP3-16S-0624	Grenchen_2023-10-10_2C	Sample	SoilColonialization	DNA31	P7	2.1
364528_174-LP3-16S-0750	MV_Post-AF_Plot15_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	10.5
364528_053-LP3-16S-0629	Lavaux_2021-08-31_soil_Plot15	Sample	Lavaux	DNA31	P7	3.2
364528_175-LP3-16S-0751	MV_Post-AF_Plot4_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	9.5
364528_054-LP3-16S-0630	Lavaux_2021-08-31_soil_Plot14	Sample	Lavaux	DNA31	P7	3.0
364528_176-LP3-16S-0752	MV_Post-AF_Plot14_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	9.3
364528_055-LP3-16S-0631	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.6
364528_056-LP3-16S-0632	Sav_3_17-08-2023_soil	Sample	WINE	DNA31	P7	2.8
364528_170-LP3-16S-0746	MV_Post-AF_Plot20_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	6.9
364528_049-LP3-16S-0625	DNA31_NegCtrl	NegCtrl	SoilColonialization	DNA31	P7	2.5
364528_171-LP3-16S-0747	MV_Post-AF_Plot14_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	8.5
364528_050-LP3-16S-0626	Fluntern_2023-10-10_1A	Sample	SoilColonialization	DNA31	P7	3.3
364528_172-LP3-16S-0748	MV_Post-AF_Plot19_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	9.4
364528_051-LP3-16S-0627	Grenchen_2023-10-10_2B	Sample	SoilColonialization	DNA31	P7	3.1
364528_173-LP3-16S-0749	MV_Post-AF_Plot11_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	9.6
364528_052-LP3-16S-0628	Grenchen_2023-10-10_1B	Sample	SoilColonialization	DNA31	P7	3.1
364528_067-LP3-16S-0643	Strickhof_05-09-2023_soil	Sample	WINE	DNA31	P7	2.6
364528_068-LP3-16S-0644	Diederik_05-09-2023_soil	Sample	WINE	DNA31	P7	4.0
364528_069-LP3-16S-0645	Baur_Wein_05-09-2023_soil	Sample	WINE	DNA31	P7	2.3
364528_070-LP3-16S-0646	Hasenhalde_05-09-2023_soil	Sample	WINE	DNA31	P7	2.3
364528_075-LP3-16S-0651	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.3
364528_076-LP3-16S-0652	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	4.1
364528_071-LP3-16S-0647	Ruetihof_05-09-2023_soil	Sample	WINE	DNA31	P7	2.5
364528_072-LP3-16S-0648	Wine_by_Jet_05-09-2023_soil	Sample	WINE	DNA31	P7	3.5
364528_073-LP3-16S-0649	Weinmanufaktur_05-09-2023_soil	Sample	WINE	DNA31	P7	2.8
364528_074-LP3-16S-0650	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.0
364528_376-LP3-16S-0952	MV_Post-MLF_Plot14_2022-01-24	Sample	Lavaux	DNA23	P10	10.3
364528_255-LP3-16S-0831		Sample	NOT-USE		P9	2.1
364528_134-LP3-16S-0710	Lavaux_2023-08-24_leaf_Plot20	Sample	Lavaux	DNA39	P8	2.0
364528_013-LP3-16S-0589	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.6
364528_256-LP3-16S-0832		Sample	NOT-USE		P9	3.6
364528_135-LP3-16S-0711	Empty	Sample	NOT-USE	DNA39	P8	2.5
364528_014-LP3-16S-0590	Grenchen_2023-08-23_1C	Sample	WINE	DNA31	P7	3.0
364528_136-LP3-16S-0712	Lavaux_2023-08-24_leaf_Plot15	Sample	Lavaux	DNA39	P8	1.8
364528_015-LP3-16S-0591	DNA31_PosCtrl	PosCtrl	WINE	DNA31	P7	3.9
364528_016-LP3-16S-0592	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.9
364528_257-LP3-16S-0833	Lavaux_2021-08-31_leaf_Plot18	Sample	Lavaux	DNA16	P9	1.4
364528_262-LP3-16S-0838	Lavaux_2021-08-31_leaf_Plot12_1	Sample	Lavaux	DNA16	P9	1.3
364528_141-LP3-16S-0717	Empty	Sample	NOT-USE	DNA39	P8	2.3
364528_020-LP3-16S-0596	Lavaux_2023-05-10_soil_Plot19	Sample	Lavaux	DNA31	P7	3.7
364528_263-LP3-16S-0839	Lavaux_2021-08-31_leaf_Plot11	Sample	Lavaux	DNA16	P9	1.2
364528_142-LP3-16S-0718	Lavaux_2023-08-24_leaf_Plot17	Sample	Lavaux	DNA39	P8	2.1
364528_021-LP3-16S-0597	Lavaux_2023-05-10_soil_Plot13	Sample	Lavaux	DNA31	P7	3.3
364528_264-LP3-16S-0840	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA16	P9	8.4
364528_143-LP3-16S-0719	Lavaux_2023-08-24_leaf_Plot5	Sample	Lavaux	DNA39	P8	1.9
364528_022-LP3-16S-0598	Lavaux_2023-05-10_soil_Plot14	Sample	Lavaux	DNA31	P7	3.7
364528_265-LP3-16S-0841	Lavaux_2021-08-31_leaf_Plot5	Sample	Lavaux	DNA16	P9	5.0
364528_144-LP3-16S-0720	Lavaux_2023-08-24_leaf_Plot19	Sample	Lavaux	DNA39	P8	1.6
364528_023-LP3-16S-0599	Lavaux_2023-05-10_soil_Plot4	Sample	Lavaux	DNA31	P7	3.8
364528_258-LP3-16S-0834	Lavaux_2021-08-31_leaf_Plot17	Sample	Lavaux	DNA16	P9	1.3
364528_137-LP3-16S-0713	Lavaux_2023-08-24_leaf_Plot9	Sample	Lavaux	DNA39	P8	2.1
364528_259-LP3-16S-0835	Lavaux_2021-08-31_soil_Plot5	Sample	Lavaux	DNA16	P9	1.6
364528_138-LP3-16S-0714	Lavaux_2023-08-24_leaf_Plot4	Sample	Lavaux	DNA39	P8	2.1
364528_017-LP3-16S-0593	Lavaux_2023-05-10_soil_Plot5	Sample	Lavaux	DNA31	P7	3.7
364528_260-LP3-16S-0836	Lavaux_2021-08-31_leaf_Plot15	Sample	Lavaux	DNA16	P9	7.1
364528_139-LP3-16S-0715	Lavaux_2023-08-24_leaf_Plot12	Sample	Lavaux	DNA39	P8	2.2
364528_018-LP3-16S-0594	Lavaux_2023-05-10_soil_Plot15	Sample	Lavaux	DNA31	P7	3.7
364528_261-LP3-16S-0837	Lavaux_2021-08-31_leaf_Plot13	Sample	Lavaux	DNA16	P9	1.2
364528_140-LP3-16S-0716	Empty	Sample	NOT-USE	DNA39	P8	2.0
364528_019-LP3-16S-0595	Lavaux_2023-05-10_soil_Plot9	Sample	Lavaux	DNA31	P7	3.6
364528_006-LP3-16S-0582	Erlenbach_2023-08-23_1	Sample	WINE	DNA31	P7	5.1
364528_365-LP3-16S-0941		Sample	NOT-USE		P10	12.0
364528_244-LP3-16S-0820	Lavaux_2023-08-24_must_Plot5	Sample	Lavaux	DNA40	P9	2.7
364528_123-LP3-16S-0699	Lavaux_2023-08-24_bark_Plot17	Sample	Lavaux	DNA39	P8	4.7
364528_002-LP3-16S-0578	Erlenbach_2023-08-23_6	Sample	WINE	DNA31	P7	3.2
364528_366-LP3-16S-0942		Sample	NOT-USE		P10	12.8
364528_245-LP3-16S-0821	Lavaux_2023-08-24_must_Plot14	Sample	Lavaux	DNA40	P9	3.1
364528_124-LP3-16S-0700	Lavaux_2023-08-24_bark_Plot13	Sample	Lavaux	DNA39	P8	2.3
364528_003-LP3-16S-0579	Grenchen_2023-08-23_2B	Sample	WINE	DNA31	P7	3.8
364528_246-LP3-16S-0822	Lavaux_2023-09-20_must_Plot9_RepC	Sample	Lavaux	DNA40	P9	2.2
364528_125-LP3-16S-0701	Lavaux_2023-08-24_bark_Plot4	Sample	Lavaux	DNA39	P8	2.6
364528_004-LP3-16S-0580	Fluntern_2023-08-23_1B	Sample	WINE	DNA31	P7	4.7
364528_126-LP3-16S-0702	Lavaux_2023-08-24_bark_Plot5	Sample	Lavaux	DNA39	P8	6.3
364528_005-LP3-16S-0581	Grenchen_2023-08-23_2C	Sample	WINE	DNA31	P7	4.9
364528_367-LP3-16S-0943		Sample	NOT-USE		P10	11.2
364528_372-LP3-16S-0948	MV_Post-AF_Plot14_Rep1_2021-10-16	Sample	Lavaux	DNA23	P10	7.8
364528_251-LP3-16S-0827	Lavaux_2023-09-20_must_Plot14_RepD	Sample	Lavaux	DNA40	P9	1.8
364528_130-LP3-16S-0706	DNA39_NegCtrl	NegCtrl	Lavaux	DNA39	P8	2.0
364528_009-LP3-16S-0585	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.2
364528_373-LP3-16S-0949	MV_Post-AF_Plot11_Rep3_2021-10-16	Sample	Lavaux	DNA23	P10	4.0
364528_252-LP3-16S-0828	Lavaux_2023-09-20_must_Plot5_RepE	Sample	Lavaux	DNA40	P9	3.3
364528_131-LP3-16S-0707	Lavaux_2021-08-31_leaf_Plot19	Sample	Lavaux	DNA39	P8	1.8
364528_010-LP3-16S-0586	Grenchen_2023-08-23_1A	Sample	WINE	DNA31	P7	3.5
364528_374-LP3-16S-0950	MV_Post-MLF_Plot19_2022-01-24	Sample	Lavaux	DNA23	P10	4.9
364528_253-LP3-16S-0829	Lavaux_2023-09-20_must_Plot14_RepC	Sample	Lavaux	DNA40	P9	2.0
364528_132-LP3-16S-0708	Lavaux_2021-08-31_leaf_Plot20	Sample	Lavaux	DNA39	P8	5.4
364528_011-LP3-16S-0587	Fluntern_2023-08-23_1A	Sample	WINE	DNA31	P7	2.9
364528_375-LP3-16S-0951	MV_Post-AF_Plot12_Rep3_2021-10-16	Sample	Lavaux	DNA23	P10	11.3
364528_254-LP3-16S-0830	Lavaux_2023-09-20_must_Plot9_RepD	Sample	Lavaux	DNA40	P9	2.3
364528_133-LP3-16S-0709	Lavaux_2021-08-31_leaf_Plot14	Sample	Lavaux	DNA39	P8	2.4
364528_012-LP3-16S-0588	Grenchen_2023-08-23_2A	Sample	WINE	DNA31	P7	2.9
364528_368-LP3-16S-0944		Sample	NOT-USE		P10	9.8
364528_247-LP3-16S-0823	Lavaux_2023-09-20_must_Plot17_RepE	Sample	Lavaux	DNA40	P9	2.3
364528_369-LP3-16S-0945	MV_Post-MLF_Plot5_2022-01-24	Sample	Lavaux	DNA23	P10	8.8
364528_248-LP3-16S-0824	Lavaux_2023-08-24_must_Plot9	Sample	Lavaux	DNA40	P9	2.4
364528_127-LP3-16S-0703	Lavaux_2023-08-24_bark_Plot15	Sample	Lavaux	DNA39	P8	2.4
364528_370-LP3-16S-0946	MV_Post-MLF_Plot13_2022-01-24	Sample	Lavaux	DNA23	P10	5.3
364528_249-LP3-16S-0825	Lavaux_2023-09-20_must_Plot17_RepA	Sample	Lavaux	DNA40	P9	2.2
364528_128-LP3-16S-0704	Lavaux_2023-08-24_bark_Plot14	Sample	Lavaux	DNA39	P8	5.7
364528_007-LP3-16S-0583	Grenchen_2023-08-23_1B	Sample	WINE	DNA31	P7	5.0
364528_371-LP3-16S-0947	MV_Post-MLF_Plot11_2022-01-24	Sample	Lavaux	DNA23	P10	7.3
364528_250-LP3-16S-0826	Lavaux_2023-08-24_must_Plot13	Sample	Lavaux	DNA40	P9	1.4
364528_129-LP3-16S-0705	Lavaux_2021-08-31_bark_Plot17	Sample	Lavaux	DNA39	P8	2.1
364528_008-LP3-16S-0584	Erlenbach_2023-08-23_2	Sample	WINE	DNA31	P7	5.2
364528_156-LP3-16S-0732	MV_Post-MLF_Plot17_2022-01-24	Sample	Lavaux	DNA23	P8	9.2
364528_035-LP3-16S-0611	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.1
364528_036-LP3-16S-0612	Lavaux_2023-08-24_soil_Plot19	Sample	Lavaux	DNA31	P7	3.7
364528_157-LP3-16S-0733	MV_Post-AF_Plot20_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	5.5
364528_158-LP3-16S-0734	MV_Post-AF_Plot15_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	4.4
364528_037-LP3-16S-0613	Erlenbach_2023-10-10_1	Sample	SoilColonialization	DNA31	P7	2.9
364528_163-LP3-16S-0739	MV_Post-MLF_Plot9_2022-01-24	Sample	Lavaux	DNA23	P8	1.7
364528_042-LP3-16S-0618	Grenchen_2023-10-10_2A	Sample	SoilColonialization	DNA31	P7	2.5
364528_164-LP3-16S-0740	MV_Post-AF_Plot5_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	7.9
364528_043-LP3-16S-0619	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	2.2
364528_165-LP3-16S-0741	MV_Post-MLF_Plot15_2022-01-24	Sample	Lavaux	DNA23	P8	2.0
364528_044-LP3-16S-0620	Erlenbach_2023-10-10_2	Sample	SoilColonialization	DNA31	P7	2.5
364528_166-LP3-16S-0742	MV_Post-AF_Plot9_Rep2_2021-10-16	Sample	Lavaux	DNA23	P8	1.9
364528_045-LP3-16S-0621	Fluntern_2023-10-10_1C	Sample	SoilColonialization	DNA31	P7	1.8
364528_159-LP3-16S-0735	MV_Post-MLF_Plot18_2022-01-24	Sample	Lavaux	DNA23	P8	3.6
364528_038-LP3-16S-0614	Grenchen_2023-10-10_1A	Sample	SoilColonialization	DNA31	P7	2.6
364528_160-LP3-16S-0736	MV_Post-AF_Plot19_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	9.5
364528_039-LP3-16S-0615	Grenchen_2023-10-10_1C	Sample	SoilColonialization	DNA31	P7	3.7
364528_161-LP3-16S-0737	MV_Post-AF_Plot18_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	1.7
364528_040-LP3-16S-0616	Erlenbach_2023-10-10_3	Sample	SoilColonialization	DNA31	P7	3.3
364528_162-LP3-16S-0738	MV_Post-AF_Plot5_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	1.7
364528_041-LP3-16S-0617	Erlenbach_2023-10-10_6	Sample	SoilColonialization	DNA31	P7	2.1
364528_266-LP3-16S-0842	Lavaux_2021-08-31_leaf_Plot4	Sample	Lavaux	DNA16	P9	4.4
364528_145-LP3-16S-0721	Lavaux_2023-08-24_leaf_Plot13	Sample	Lavaux	DNA39	P8	5.9
364528_024-LP3-16S-0600	Lavaux_2023-05-10_soil_Plot12	Sample	Lavaux	DNA31	P7	4.4
364528_146-LP3-16S-0722	Lavaux_2023-08-24_leaf_Plot14	Sample	Lavaux	DNA39	P8	4.8
364528_025-LP3-16S-0601	Lavaux_2023-05-10_soil_Plot17	Sample	Lavaux	DNA31	P7	2.6
364528_026-LP3-16S-0602	Lavaux_2023-05-10_soil_Plot20	Sample	Lavaux	DNA31	P7	2.2
364528_267-LP3-16S-0843	Lavaux_2022-08-10_bark_Plot14	Sample	Lavaux	DNA16	P9	5.9
364528_268-LP3-16S-0844	Lavaux_2022-08-10_bark_Plot9	Sample	Lavaux	DNA16	P9	5.0
364528_147-LP3-16S-0723		Sample	NOT-USE		P8	4.0
364528_273-LP3-16S-0849	Lavaux_2022-08-10_bark_Plot5	Sample	Lavaux	DNA16	P9	3.8
364528_152-LP3-16S-0728	P08_NegCtrl	NegCtrl	NOT-USE		P8	3.6
364528_031-LP3-16S-0607	Lavaux_2023-08-24_soil_Plot15	Sample	Lavaux	DNA31	P7	3.2
364528_274-LP3-16S-0850	Lavaux_2022-08-10_bark_Plot20	Sample	Lavaux	DNA16	P9	4.0
364528_153-LP3-16S-0729	MV_Post-AF_Plot4_Rep3_2021-10-16	Sample	Lavaux	DNA23	P8	3.8
364528_032-LP3-16S-0608	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	4.2
364528_275-LP3-16S-0851	Lavaux_2021-08-31_bark_Plot20	Sample	Lavaux	DNA16	P9	3.2
364528_154-LP3-16S-0730	MV_Post-MLF_Plot12_2022-01-24	Sample	Lavaux	DNA23	P8	2.5
364528_033-LP3-16S-0609	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.9
364528_276-LP3-16S-0852	Lavaux_2021-08-31_bark_Plot19	Sample	Lavaux	DNA16	P9	5.6
364528_155-LP3-16S-0731	MV_Post-AF_Plot18_Rep1_2021-10-16	Sample	Lavaux	DNA23	P8	2.4
364528_034-LP3-16S-0610	Lavaux_2023-08-24_soil_Plot17	Sample	Lavaux	DNA31	P7	2.1
364528_269-LP3-16S-0845	Lavaux_2022-08-10_bark_Plot19	Sample	Lavaux	DNA16	P9	5.4
364528_148-LP3-16S-0724		Sample	NOT-USE		P8	3.6
364528_027-LP3-16S-0603	Lavaux_2023-08-24_soil_Plot12	Sample	Lavaux	DNA31	P7	2.6
364528_270-LP3-16S-0846	Lavaux_2022-08-10_bark_Plot11	Sample	Lavaux	DNA16	P9	6.1
364528_149-LP3-16S-0725		Sample	NOT-USE		P8	6.1
364528_028-LP3-16S-0604	Lavaux_2023-08-24_soil_Plot14	Sample	Lavaux	DNA31	P7	1.6
364528_271-LP3-16S-0847	Lavaux_2022-08-10_bark_Plot12	Sample	Lavaux	DNA16	P9	6.0
364528_150-LP3-16S-0726		Sample	NOT-USE		P8	3.9
364528_029-LP3-16S-0605	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.2
364528_272-LP3-16S-0848	Lavaux_2022-08-10_bark_Plot4	Sample	Lavaux	DNA16	P9	8.8
364528_151-LP3-16S-0727		Sample	NOT-USE		P8	3.3
364528_030-LP3-16S-0606	Lavaux_2023-08-24_soil_Plot4	Sample	Lavaux	DNA31	P7	3.8
364528_336-LP3-16S-0912	Lavaux_2021-09-30_must_Plot11_Row8/Vine11_ID71	Sample	Lavaux	DNA42	P10	1.5
364528_215-LP3-16S-0791	Lavaux_2023-09-20_must_Plot19_RepD	Sample	Lavaux	DNA40	P9	2.3
364528_094-LP3-16S-0670	PCR1water_PCR2PNA_2		PNA-test	DNA31	P7	3.3
364528_216-LP3-16S-0792	Lavaux_2023-09-20_must_Plot20_RepE	Sample	Lavaux	DNA40	P9	2.9
364528_095-LP3-16S-0671	PCR1water_PCR2water-PNA_1		PNA-test	DNA31	P7	0.8
364528_096-LP3-16S-0672	PCR1water_PCR2water-PNA_2		PNA-test	DNA31	P7	0.9
364528_574-LP3-16S-1150	MV_Post-AF_Plot14_2022-09-30	Sample	Lavaux	DNA28	P12	11.9
364528_453-LP3-16S-1029	DNA24_posCtrl_3	PosCtrl	BotrytizedWine	DNA41	P11	5.4
364528_332-LP3-16S-0908	Lavaux_2021-09-30_must_Plot4_Row18/Vine30_ID20	Sample	Lavaux	DNA42	P10	2.5
364528_211-LP3-16S-0787	Lavaux_2023-09-20_must_Plot20_RepB	Sample	Lavaux	DNA40	P9	3.1
364528_090-LP3-16S-0666	PCR1water_PCR2noPNA_2		PNA-test	DNA31	P7	3.6
364528_575-LP3-16S-1151	do not use	Sample	NOT-USE		P12	19.5
364528_454-LP3-16S-1030	DNA24_posCtrl_4	PosCtrl	BotrytizedWine	DNA41	P11	5.0
364528_333-LP3-16S-0909	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA42	P10	1.9
364528_212-LP3-16S-0788	Lavaux_2023-09-20_must_Plot13_RepD	Sample	Lavaux	DNA40	P9	2.3
364528_091-LP3-16S-0667	PCR1water_PCR2water-noPNA_1		PNA-test	DNA31	P7	0.9
364528_576-LP3-16S-1152	do not use	Sample	NOT-USE		P12	17.4
364528_455-LP3-16S-1031	22DL01S_8054_wine	Sample	BotrytizedWine	DNA41	P11	1.8
364528_334-LP3-16S-0910	Lavaux_2021-09-30_must_Plot20_Row6/Vine30_ID206	Sample	Lavaux	DNA42	P10	1.9
364528_213-LP3-16S-0789	Lavaux_2023-09-20_must_Plot4_RepA	Sample	Lavaux	DNA40	P9	1.9
364528_092-LP3-16S-0668	PCR1water_PCR2water-noPNA_2		PNA-test	DNA31	P7	0.8
364528_456-LP3-16S-1032	22DL01S_5665_wine	Sample	BotrytizedWine	DNA41	P11	6.6
364528_335-LP3-16S-0911	Lavaux_2021-09-30_must_Plot19_Row4/Vine5_ID197	Sample	Lavaux	DNA42	P10	1.9
364528_214-LP3-16S-0790	Lavaux_2023-09-20_must_Plot15_RepD	Sample	Lavaux	DNA40	P9	2.4
364528_093-LP3-16S-0669	PCR1water_PCR2PNA_1		PNA-test	DNA31	P7	3.3
364528_460-LP3-16S-1036	22DL02M_4630_wine	Sample	BotrytizedWine	DNA41	P11	7.1
364528_339-LP3-16S-0915	Lavaux_2021-09-30_must_Plot9_Row11/Vine22_ID54	Sample	Lavaux	DNA42	P10	3.7
364528_218-LP3-16S-0794	Lavaux_2023-09-20_must_Plot12_RepC	Sample	Lavaux	DNA40	P9	1.6
364528_097-LP3-16S-0673	Erlenbach_2023-06-20_4	Sample	WINE	DNA39	P8	13.1
364528_461-LP3-16S-1037	22DL03S_4618_wine	Sample	BotrytizedWine	DNA41	P11	7.5
364528_340-LP3-16S-0916	Lavaux_2021-09-30_must_Plot9_Row2/Vine10_ID38	Sample	Lavaux	DNA42	P10	3.7
364528_219-LP3-16S-0795	Lavaux_2023-09-20_must_Plot20_RepC	Sample	Lavaux	DNA40	P9	0.9
364528_098-LP3-16S-0674	Erlenbach_2023-06-20_5	Sample	WINE	DNA39	P8	10.2
364528_462-LP3-16S-1038	22DL03S_8059_wine	Sample	BotrytizedWine	DNA41	P11	8.1
364528_341-LP3-16S-0917	Lavaux_2021-09-30_must_Plot9_Row10/Vine31_ID53	Sample	Lavaux	DNA42	P10	3.2
364528_220-LP3-16S-0796	Lavaux_2023-09-20_must_Plot4_RepB	Sample	Lavaux	DNA40	P9	1.8
364528_099-LP3-16S-0675	Muraz_1_17-08-2023_soil	Sample	WINE	DNA39	P8	7.1
364528_463-LP3-16S-1039	22DL03S_5660_wine	Sample	BotrytizedWine	DNA41	P11	7.5
364528_342-LP3-16S-0918	MV_Post-MLF_Plot19_2023-12-11	Sample	Lavaux	DNA42	P10	3.3
364528_221-LP3-16S-0797	Lavaux_2023-09-20_must_Plot13_RepE	Sample	Lavaux	DNA40	P9	1.3
364528_100-LP3-16S-0676	Leytron_Agroscope2_17-08-2023_soil	Sample	WINE	DNA39	P8	12.3
364528_457-LP3-16S-1033	22DL01S_4609_wine	Sample	BotrytizedWine	DNA41	P11	7.8
364528_458-LP3-16S-1034	22DL02M_4622_wine	Sample	BotrytizedWine	DNA41	P11	5.8
364528_337-LP3-16S-0913	Lavaux_2021-09-30_must_Plot18_Row2/Vine7_ID185	Sample	Lavaux	DNA42	P10	5.9
364528_459-LP3-16S-1035	22DL02M_5661_wine	Sample	BotrytizedWine	DNA41	P11	7.8
364528_338-LP3-16S-0914	Lavaux_2021-09-30_must_Plot20_Row7/Vine20_ID207	Sample	Lavaux	DNA42	P10	4.7
364528_217-LP3-16S-0793	Lavaux_2023-09-20_must_Plot19_RepC	Sample	Lavaux	DNA40	P9	2.4
364528_446-LP3-16S-1022	21DL07S_2199_wine	Sample	BotrytizedWine	DNA41	P11	3.3
364528_325-LP3-16S-0901	Lavaux_2021-09-30_must_Plot17_Row17/Vine20_ID179	Sample	Lavaux	DNA42	P10	3.0
364528_204-LP3-16S-0780	Lavaux_2023-09-20_must_Plot20_RepD	Sample	Lavaux	DNA40	P9	2.4
364528_083-LP3-16S-0659	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	1.9
364528_326-LP3-16S-0902	Lavaux_2021-09-30_must_Plot4_Row10/Vine30_ID8	Sample	Lavaux	DNA42	P10	2.9
364528_205-LP3-16S-0781	DNA40_NegCtrl	NegCtrl	Lavaux	DNA40	P9	1.9
364528_084-LP3-16S-0660	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	2.7
364528_206-LP3-16S-0782	Lavaux_2023-09-20_must_Plot19_RepA	Sample	Lavaux	DNA40	P9	1.9
364528_085-LP3-16S-0661	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	2.7
364528_086-LP3-16S-0662	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	2.4
364528_563-LP3-16S-1139	MV_Must_Plot20_2022-09-13	Sample	Lavaux	DNA28	P12	4.3
364528_442-LP3-16S-1018	21DL07M_2198_wine	Sample	BotrytizedWine	DNA41	P11	2.0
364528_321-LP3-16S-0897	Lavaux_2021-09-30_must_Plot17_Row7/Vine21_ID159	Sample	Lavaux	DNA42	P10	2.8
364528_200-LP3-16S-0776	Lavaux_2023-09-20_must_Plot13_RepC	Sample	Lavaux	DNA40	P9	3.3
364528_079-LP3-16S-0655	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.3
364528_564-LP3-16S-1140	MV_Must_Plot9_2022-09-13	Sample	Lavaux	DNA28	P12	12.4
364528_443-LP3-16S-1019	21DL07M_BL31_wine	Sample	BotrytizedWine	DNA41	P11	2.0
364528_322-LP3-16S-0898	Lavaux_2021-09-30_must_Plot20_Row2/Vine11_ID199	Sample	Lavaux	DNA42	P10	2.3
364528_201-LP3-16S-0777	Lavaux_2023-09-20_must_Plot19_RepE	Sample	Lavaux	DNA40	P9	6.0
364528_080-LP3-16S-0656	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.3
364528_565-LP3-16S-1141	MV_Post-AF_Plot20_2022-09-30	Sample	Lavaux	DNA28	P12	12.8
364528_444-LP3-16S-1020	21DL07S_3810_wine	Sample	BotrytizedWine	DNA41	P11	5.1
364528_323-LP3-16S-0899	Lavaux_2021-09-30_must_Plot17_Row18/Vine40_ID184	Sample	Lavaux	DNA42	P10	2.8
364528_202-LP3-16S-0778	Lavaux_2023-09-20_must_Plot12_RepA	Sample	Lavaux	DNA40	P9	5.0
364528_081-LP3-16S-0657	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	2.1
364528_566-LP3-16S-1142	MV_Post-AF_Plot17_2022-09-30	Sample	Lavaux	DNA28	P12	6.6
364528_445-LP3-16S-1021	empty	Sample	NOT-USE	DNA41	P11	2.4
364528_324-LP3-16S-0900	Lavaux_2021-09-30_must_Plot20_Row16/Vine20_ID219	Sample	Lavaux	DNA42	P10	5.0
364528_203-LP3-16S-0779	Lavaux_2023-09-20_must_Plot13_RepB	Sample	Lavaux	DNA40	P9	2.2
364528_082-LP3-16S-0658	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA31	P7	3.3
364528_570-LP3-16S-1146	MV_Post-AF_Plot12_2022-09-30	Sample	Lavaux	DNA28	P12	14.5
364528_449-LP3-16S-1025	21DL08M_1884_wine	Sample	BotrytizedWine	DNA41	P11	1.4
364528_328-LP3-16S-0904	Lavaux_2021-09-30_must_Plot18_Row8/Vine7_ID191	Sample	Lavaux	DNA42	P10	1.9
