id	SAMPLE_NAME	Collection_ID	Plot_ID	COLLECTION_DATE	Time_point	Year	Year_Cat	Quadrant	Cluster	Plot_PCA_kMeans_Cluster	Plot_Rep	Plot_No	Date	Brix_degree	Tartrate_gL	Malate_gL	Glucose_gL	Fructose_gL
364525_160-LP3-ITS-0160	Lavaux_2021-09-30_must_Plot11_Row9/Vine40_ID75	Harvest_2021	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster1	11	11	2021-09-30		1.2153	0.6821	17.0151	18.2298
364525_169-LP3-ITS-0169	Lavaux_2021-09-30_must_Plot12_Row2/Vine10_ID76	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_118-LP3-ITS-0118	Lavaux_2021-09-30_must_Plot12_Row2/Vine30_ID77	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_028-LP3-ITS-0028	Lavaux_2021-09-30_must_Plot12_Row2/Vine50_ID78	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_110-LP3-ITS-0110	Lavaux_2021-09-30_must_Plot12_Row3/Vine41_ID80	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_141-LP3-ITS-0141	Lavaux_2021-09-30_must_Plot12_Row3/Vine60_ID81	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_069-LP3-ITS-0069	Lavaux_2021-09-30_must_Plot12_Row4/Vine10_ID82	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_012-LP3-ITS-0012	Lavaux_2021-09-30_must_Plot12_Row4/Vine30_ID83	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_094-LP3-ITS-0094	Lavaux_2021-09-30_must_Plot12_Row4/Vine50_ID84	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_164-LP3-ITS-0164	Lavaux_2021-09-30_must_Plot12_Row5/Vine20_ID85	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_209-LP3-ITS-0209	Lavaux_2021-09-30_must_Plot12_Row5/Vine40_ID86	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_182-LP3-ITS-0182	Lavaux_2021-09-30_must_Plot12_Row5/Vine60_ID87	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_092-LP3-ITS-0092	Lavaux_2021-09-30_must_Plot12_Row6/Vine11_ID88	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_111-LP3-ITS-0111	Lavaux_2021-09-30_must_Plot12_Row6/Vine31_ID89	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_089-LP3-ITS-0089	Lavaux_2021-09-30_must_Plot12_Row6/Vine50_ID90	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_114-LP3-ITS-0114	Lavaux_2021-09-30_must_Plot12_Row7/Vine20_ID91	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_112-LP3-ITS-0112	Lavaux_2021-09-30_must_Plot12_Row7/Vine40_ID92	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_062-LP3-ITS-0062	Lavaux_2021-09-30_must_Plot12_Row7/Vine60_ID93	Harvest_2021	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	12	12	2021-09-30		1.0209	0.7391	18.9853	20.8649
364525_176-LP3-ITS-0176	Lavaux_2021-09-30_must_Plot13_Row1/Vine10_ID94	Harvest_2021	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster1	13	13	2021-09-30		1.0257	0.5619	19.3672	21.0128
364525_032-LP3-ITS-0032	Lavaux_2021-09-30_must_Plot13_Row1/Vine30_ID95	Harvest_2021	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster1	13	13	2021-09-30		1.0257	0.5619	19.3672	21.0128
364525_049-LP3-ITS-0049	Lavaux_2021-09-30_must_Plot13_Row2/Vine20_ID96	Harvest_2021	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster1	13	13	2021-09-30		1.0257	0.5619	19.3672	21.0128
364525_079-LP3-ITS-0079	Lavaux_2021-09-30_must_Plot13_Row3/Vine10_ID97	Harvest_2021	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster1	13	13	2021-09-30		1.0257	0.5619	19.3672	21.0128
364525_175-LP3-ITS-0175	Lavaux_2021-09-30_must_Plot13_Row3/Vine30_ID98	Harvest_2021	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster1	13	13	2021-09-30		1.0257	0.5619	19.3672	21.0128
364525_282-LP3-ITS-0282	Lavaux_2021-09-30_must_Plot13_Row4/Vine20_ID99	Harvest_2021	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster1	13	13	2021-09-30		1.0257	0.5619	19.3672	21.0128
364525_142-LP3-ITS-0142	Lavaux_2021-09-30_must_Plot13_Row5/Vine10_ID100	Harvest_2021	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster1	13	13	2021-09-30		1.0257	0.5619	19.3672	21.0128
364525_241-LP3-ITS-0241	Lavaux_2021-09-30_must_Plot13_Row5/Vine31_ID101	Harvest_2021	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster1	13	13	2021-09-30		1.0257	0.5619	19.3672	21.0128
364525_130-LP3-ITS-0130	Lavaux_2021-09-30_must_Plot13_Row6/Vine20_ID102	Harvest_2021	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster1	13	13	2021-09-30		1.0257	0.5619	19.3672	21.0128
364525_060-LP3-ITS-0060	Lavaux_2021-09-30_must_Plot14_Row2/Vine4_ID103	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364526_320-LP3-ITS-0896	Lavaux_2021-09-30_must_Plot14_Row4/Vine4_ID104	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_122-LP3-ITS-0122	Lavaux_2021-09-30_must_Plot14_Row5/Vine8_ID105	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_120-LP3-ITS-0120	Lavaux_2021-09-30_must_Plot14_Row6/Vine4_ID106	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_186-LP3-ITS-0186	Lavaux_2021-09-30_must_Plot14_Row6/Vine12_ID107	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_052-LP3-ITS-0052	Lavaux_2021-09-30_must_Plot14_Row7/Vine8_ID108	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_036-LP3-ITS-0036	Lavaux_2021-09-30_must_Plot14_Row8/Vine4_ID109	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_151-LP3-ITS-0151	Lavaux_2021-09-30_must_Plot14_Row9/Vine10_ID110	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_101-LP3-ITS-0101	Lavaux_2021-09-30_must_Plot14_Row10/Vine4_ID111	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_158-LP3-ITS-0158	Lavaux_2021-09-30_must_Plot14_Row11/Vine8_ID112	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_070-LP3-ITS-0070	Lavaux_2021-09-30_must_Plot14_Row12/Vine4_ID113	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_116-LP3-ITS-0116	Lavaux_2021-09-30_must_Plot14_Row13/Vine10_ID114	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_065-LP3-ITS-0065	Lavaux_2021-09-30_must_Plot14_Row14/Vine4_ID115	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_129-LP3-ITS-0129	Lavaux_2021-09-30_must_Plot14_Row15/Vine9_ID116	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_168-LP3-ITS-0168	Lavaux_2021-09-30_must_Plot14_Row16/Vine4_ID117	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_189-LP3-ITS-0189	Lavaux_2021-09-30_must_Plot14_Row17/Vine10_ID118	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_167-LP3-ITS-0167	Lavaux_2021-09-30_must_Plot14_Row18/Vine4_ID119	Harvest_2021	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster3	Cluster3	14	14	2021-09-30		1.1448	0.4528	18.815	19.6469
364525_051-LP3-ITS-0051	Lavaux_2021-09-30_must_Plot15_Row2/Vine11_ID120	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_125-LP3-ITS-0125	Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121a	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_002-LP3-ITS-0002	Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121b	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_006-LP3-ITS-0006	Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121c	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_095-LP3-ITS-0095	Lavaux_2021-09-30_must_Plot15_Row4/Vine10_ID122	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_178-LP3-ITS-0178	Lavaux_2021-09-30_must_Plot15_Row4/Vine30_ID123	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_024-LP3-ITS-0024	Lavaux_2021-09-30_must_Plot15_Row5/Vine20_ID124	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_185-LP3-ITS-0185	Lavaux_2021-09-30_must_Plot15_Row6/Vine10_ID126	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_148-LP3-ITS-0148	Lavaux_2021-09-30_must_Plot15_Row6/Vine30_ID127	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_103-LP3-ITS-0103	Lavaux_2021-09-30_must_Plot15_Row7/Vine20_ID128a	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_124-LP3-ITS-0124	Lavaux_2021-09-30_must_Plot15_Row7/Vine20_ID128b	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_146-LP3-ITS-0146	Lavaux_2021-09-30_must_Plot15_Row7/Vine39_ID129a	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_016-LP3-ITS-0016	Lavaux_2021-09-30_must_Plot15_Row7/Vine39_ID129b	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_043-LP3-ITS-0043	Lavaux_2021-09-30_must_Plot15_Row7/Vine39_ID129c	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_128-LP3-ITS-0128	Lavaux_2021-09-30_must_Plot15_Row8/Vine10_ID130	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_143-LP3-ITS-0143	Lavaux_2021-09-30_must_Plot15_Row8/Vine29_ID131a	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_029-LP3-ITS-0029	Lavaux_2021-09-30_must_Plot15_Row8/Vine29_ID131c	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_115-LP3-ITS-0115	Lavaux_2021-09-30_must_Plot15_Row9/Vine20_ID132	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_088-LP3-ITS-0088	Lavaux_2021-09-30_must_Plot15_Row10/Vine10_ID133	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_093-LP3-ITS-0093	Lavaux_2021-09-30_must_Plot15_Row10/Vine30_ID134	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_015-LP3-ITS-0015	Lavaux_2021-09-30_must_Plot15_Row11/Vine20_ID135	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_192-LP3-ITS-0192	Lavaux_2021-09-30_must_Plot15_Row11/Vine38_ID136	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_025-LP3-ITS-0025	Lavaux_2021-09-30_must_Plot15_Row12/Vine9_ID137	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_046-LP3-ITS-0046	Lavaux_2021-09-30_must_Plot15_Row12/Vine30_ID138	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_022-LP3-ITS-0022	Lavaux_2021-09-30_must_Plot15_Row13/Vine20_ID139	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_074-LP3-ITS-0074	Lavaux_2021-09-30_must_Plot15_Row13/Vine39_ID140	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_119-LP3-ITS-0119	Lavaux_2021-09-30_must_Plot15_Row14/Vine10_ID141	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_056-LP3-ITS-0056	Lavaux_2021-09-30_must_Plot15_Row14/Vine31_ID142	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_098-LP3-ITS-0098	Lavaux_2021-09-30_must_Plot15_Row15/Vine20_ID143	Harvest_2021	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	NW	Cluster1	Cluster1	15	15	2021-09-30		0.848	0.5542	14.498	15.7278
364525_121-LP3-ITS-0121	Lavaux_2021-09-30_must_Plot17_Row2/Vine5_ID144	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_281-LP3-ITS-0281	Lavaux_2021-09-30_must_Plot17_Row3/Vine10_ID145	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_265-LP3-ITS-0265	Lavaux_2021-09-30_must_Plot17_Row3/Vine15_ID146	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_087-LP3-ITS-0087	Lavaux_2021-09-30_must_Plot17_Row3/Vine25_ID147	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_234-LP3-ITS-0234	Lavaux_2021-09-30_must_Plot17_Row4/Vine5_ID148	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_105-LP3-ITS-0105	Lavaux_2021-09-30_must_Plot17_Row4/Vine15_ID149	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_274-LP3-ITS-0274	Lavaux_2021-09-30_must_Plot17_Row4/Vine25_ID150	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_031-LP3-ITS-0031	Lavaux_2021-09-30_must_Plot17_Row4/Vine35_ID151	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_203-LP3-ITS-0203	Lavaux_2021-09-30_must_Plot17_Row5/Vine10_ID152	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_170-LP3-ITS-0170	Lavaux_2021-09-30_must_Plot17_Row5/Vine20_ID153	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_184-LP3-ITS-0184	Lavaux_2021-09-30_must_Plot17_Row5/Vine40_ID155	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
