id	SAMPLE_NAME	Collection_ID	Plot_ID	COLLECTION_DATE	Time_point	Year	Year_Cat	Quadrant	Cluster	Plot_PCA_kMeans_Cluster	Plot_Rep	Plot_No	Date	Brix_degree	Tartrate_gL	Malate_gL	Glucose_gL	Fructose_gL
364525_201-LP3-ITS-0201	Lavaux_2021-09-30_must_Plot17_Row5/Vine45_ID156	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364526_327-LP3-ITS-0903	Lavaux_2021-09-30_must_Plot17_Row6/Vine10_ID157	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_123-LP3-ITS-0123	Lavaux_2021-09-30_must_Plot17_Row6/Vine30_ID158a	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_023-LP3-ITS-0023	Lavaux_2021-09-30_must_Plot17_Row6/Vine30_ID158b	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364526_321-LP3-ITS-0897	Lavaux_2021-09-30_must_Plot17_Row7/Vine21_ID159	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_077-LP3-ITS-0077	Lavaux_2021-09-30_must_Plot17_Row7/Vine40_ID160	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_063-LP3-ITS-0063	Lavaux_2021-09-30_must_Plot17_Row8/Vine10_ID161	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_193-LP3-ITS-0193	Lavaux_2021-09-30_must_Plot17_Row8/Vine32_ID162	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_126-LP3-ITS-0126	Lavaux_2021-09-30_must_Plot17_Row9/Vine20_ID163	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_152-LP3-ITS-0152	Lavaux_2021-09-30_must_Plot17_Row9/Vine40_ID164	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_180-LP3-ITS-0180	Lavaux_2021-09-30_must_Plot17_Row10/Vine10_ID165	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_195-LP3-ITS-0195	Lavaux_2021-09-30_must_Plot17_Row10/Vine30_ID166	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_183-LP3-ITS-0183	Lavaux_2021-09-30_must_Plot17_Row11/Vine20_ID167	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_135-LP3-ITS-0135	Lavaux_2021-09-30_must_Plot17_Row11/Vine40_ID168	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_266-LP3-ITS-0266	Lavaux_2021-09-30_must_Plot17_Row12/Vine10_ID169	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_030-LP3-ITS-0030	Lavaux_2021-09-30_must_Plot17_Row12/Vine30_ID170	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_003-LP3-ITS-0003	Lavaux_2021-09-30_must_Plot17_Row13/Vine20_ID171	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_099-LP3-ITS-0099	Lavaux_2021-09-30_must_Plot17_Row13/Vine40_ID172	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_113-LP3-ITS-0113	Lavaux_2021-09-30_must_Plot17_Row14/Vine10_ID173	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_191-LP3-ITS-0191	Lavaux_2021-09-30_must_Plot17_Row14/Vine30_ID174	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_064-LP3-ITS-0064	Lavaux_2021-09-30_must_Plot17_Row15/Vine21_ID175	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_226-LP3-ITS-0226	Lavaux_2021-09-30_must_Plot17_Row15/Vine40_ID176	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_202-LP3-ITS-0202	Lavaux_2021-09-30_must_Plot17_Row16/Vine10_ID177	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_156-LP3-ITS-0156	Lavaux_2021-09-30_must_Plot17_Row16/Vine30_ID178	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364526_325-LP3-ITS-0901	Lavaux_2021-09-30_must_Plot17_Row17/Vine20_ID179	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_042-LP3-ITS-0042	Lavaux_2021-09-30_must_Plot17_Row17/Vine40_ID180	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_097-LP3-ITS-0097	Lavaux_2021-09-30_must_Plot17_Row18/Vine20_ID182	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364525_140-LP3-ITS-0140	Lavaux_2021-09-30_must_Plot17_Row18/Vine30_ID183	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364526_323-LP3-ITS-0899	Lavaux_2021-09-30_must_Plot17_Row18/Vine40_ID184	Harvest_2021	Lavaux_Plot_17	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	17	17	2021-09-30		1.1064	0.728	22.0413	24.3254
364526_337-LP3-ITS-0913	Lavaux_2021-09-30_must_Plot18_Row2/Vine7_ID185	Harvest_2021	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	18	18	2021-09-30		1.2273	0.6036	17.764	18.8821
364525_096-LP3-ITS-0096	Lavaux_2021-09-30_must_Plot18_Row3/Vine14_ID186	Harvest_2021	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	18	18	2021-09-30		1.2273	0.6036	17.764	18.8821
364525_090-LP3-ITS-0090	Lavaux_2021-09-30_must_Plot18_Row4/Vine8_ID187	Harvest_2021	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	18	18	2021-09-30		1.2273	0.6036	17.764	18.8821
364525_181-LP3-ITS-0181	Lavaux_2021-09-30_must_Plot18_Row5/Vine14_ID188	Harvest_2021	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	18	18	2021-09-30		1.2273	0.6036	17.764	18.8821
364525_078-LP3-ITS-0078	Lavaux_2021-09-30_must_Plot18_Row6/Vine7_ID189	Harvest_2021	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	18	18	2021-09-30		1.2273	0.6036	17.764	18.8821
364525_187-LP3-ITS-0187	Lavaux_2021-09-30_must_Plot18_Row7/Vine14_ID190	Harvest_2021	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	18	18	2021-09-30		1.2273	0.6036	17.764	18.8821
364526_328-LP3-ITS-0904	Lavaux_2021-09-30_must_Plot18_Row8/Vine7_ID191	Harvest_2021	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	18	18	2021-09-30		1.2273	0.6036	17.764	18.8821
364525_081-LP3-ITS-0081	Lavaux_2021-09-30_must_Plot18_Row9/Vine14_ID192	Harvest_2021	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	18	18	2021-09-30		1.2273	0.6036	17.764	18.8821
364525_188-LP3-ITS-0188	Lavaux_2021-09-30_must_Plot18_Row10/Vine7_ID193	Harvest_2021	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	18	18	2021-09-30		1.2273	0.6036	17.764	18.8821
364525_086-LP3-ITS-0086	Lavaux_2021-09-30_must_Plot18_Row11/Vine14_ID194	Harvest_2021	Lavaux_Plot_18	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster3	18	18	2021-09-30		1.2273	0.6036	17.764	18.8821
364525_149-LP3-ITS-0149	Lavaux_2021-09-30_must_Plot19_Row2/Vine5_ID195	Harvest_2021	Lavaux_Plot_19	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster2	19	19	2021-09-30		1.2208	0.8425	15.5528	16.3283
364525_173-LP3-ITS-0173	Lavaux_2021-09-30_must_Plot19_Row3/Vine10_ID196	Harvest_2021	Lavaux_Plot_19	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster2	19	19	2021-09-30		1.2208	0.8425	15.5528	16.3283
364526_335-LP3-ITS-0911	Lavaux_2021-09-30_must_Plot19_Row4/Vine5_ID197	Harvest_2021	Lavaux_Plot_19	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster2	19	19	2021-09-30		1.2208	0.8425	15.5528	16.3283
364525_013-LP3-ITS-0013	Lavaux_2021-09-30_must_Plot19_Row4/Vine11_ID198	Harvest_2021	Lavaux_Plot_19	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster2	19	19	2021-09-30		1.2208	0.8425	15.5528	16.3283
364526_322-LP3-ITS-0898	Lavaux_2021-09-30_must_Plot20_Row2/Vine11_ID199	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_091-LP3-ITS-0091	Lavaux_2021-09-30_must_Plot20_Row2/Vine30_ID200b	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_190-LP3-ITS-0190	Lavaux_2021-09-30_must_Plot20_Row3/Vine20_ID201	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_053-LP3-ITS-0053	Lavaux_2021-09-30_must_Plot20_Row4/Vine10_ID202	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_011-LP3-ITS-0011	Lavaux_2021-09-30_must_Plot20_Row4/Vine30_ID203	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_083-LP3-ITS-0083	Lavaux_2021-09-30_must_Plot20_Row5/Vine20_ID204	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364526_319-LP3-ITS-0895	Lavaux_2021-09-30_must_Plot20_Row6/Vine10_ID205	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364526_334-LP3-ITS-0910	Lavaux_2021-09-30_must_Plot20_Row6/Vine30_ID206	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364526_338-LP3-ITS-0914	Lavaux_2021-09-30_must_Plot20_Row7/Vine20_ID207	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_040-LP3-ITS-0040	Lavaux_2021-09-30_must_Plot20_Row8/Vine11_ID208	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_021-LP3-ITS-0021	Lavaux_2021-09-30_must_Plot20_Row8/Vine30_ID209	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_085-LP3-ITS-0085	Lavaux_2021-09-30_must_Plot20_Row9/Vine20_ID210	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_007-LP3-ITS-0007	Lavaux_2021-09-30_must_Plot20_Row10/Vine10_ID211	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_147-LP3-ITS-0147	Lavaux_2021-09-30_must_Plot20_Row10/Vine30_ID212	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_010-LP3-ITS-0010	Lavaux_2021-09-30_must_Plot20_Row11/Vine20_ID213	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_055-LP3-ITS-0055	Lavaux_2021-09-30_must_Plot20_Row12/Vine11_ID214	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_045-LP3-ITS-0045	Lavaux_2021-09-30_must_Plot20_Row13/Vine20_ID215	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364526_331-LP3-ITS-0907	Lavaux_2021-09-30_must_Plot20_Row14/Vine10_ID216	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_104-LP3-ITS-0104	Lavaux_2021-09-30_must_Plot20_Row15/Vine5_ID217	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_102-LP3-ITS-0102	Lavaux_2021-09-30_must_Plot20_Row16/Vine10_ID218	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364526_324-LP3-ITS-0900	Lavaux_2021-09-30_must_Plot20_Row16/Vine20_ID219	Harvest_2021	Lavaux_Plot_20	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SE	Cluster2	Cluster4	20	20	2021-09-30		0.9594	0.6908	18.9609	20.1917
364525_255-LP3-ITS-0255	Lavaux_2022-08-10_must_Plot4	Veraison_2022	Lavaux_Plot_4	10.08.2022	Veraison	2022	Year2022	NW	Cluster3	Cluster1	4	4	2022-08-10	16.0	0.917	0.445	15.702	15.597
364525_263-LP3-ITS-0263	Lavaux_2022-08-10_must_Plot5	Veraison_2022	Lavaux_Plot_5	10.08.2022	Veraison	2022	Year2022	SW	Cluster3	Cluster3	5	5	2022-08-10	14.0	1.225	0.357	13.924	13.928
364525_271-LP3-ITS-0271	Lavaux_2022-08-10_must_Plot9	Veraison_2022	Lavaux_Plot_9	10.08.2022	Veraison	2022	Year2022	NE	Cluster3	Cluster2	9	9	2022-08-10	13.0	1.397	0.617	12.491	11.961
364525_279-LP3-ITS-0279	Lavaux_2022-08-10_must_Plot11	Veraison_2022	Lavaux_Plot_11	10.08.2022	Veraison	2022	Year2022	NW	Cluster3	Cluster1	11	11	2022-08-10	14.0	1.247	0.47	13.583	13.317
364525_287-LP3-ITS-0287	Lavaux_2022-08-10_must_Plot12	Veraison_2022	Lavaux_Plot_12	10.08.2022	Veraison	2022	Year2022	NW	Cluster1	Cluster1	12	12	2022-08-10	10.5	0.927	0.0	19.509	21.097
364525_200-LP3-ITS-0200	Lavaux_2022-08-10_must_Plot13	Veraison_2022	Lavaux_Plot_13	10.08.2022	Veraison	2022	Year2022	NW	Cluster3	Cluster1	13	13	2022-08-10	11.0	0.973	0.814	10.721	10.115
364525_208-LP3-ITS-0208	Lavaux_2022-08-10_must_Plot14	Veraison_2022	Lavaux_Plot_14	10.08.2022	Veraison	2022	Year2022	NW	Cluster3	Cluster3	14	14	2022-08-10	17.0	1.284	0.0	16.636	16.384
364525_216-LP3-ITS-0216	Lavaux_2022-08-10_must_Plot15	Veraison_2022	Lavaux_Plot_15	10.08.2022	Veraison	2022	Year2022	NW	Cluster1	Cluster1	15	15	2022-08-10	13.0	1.448	0.66	11.579	10.896
364525_248-LP3-ITS-0248	Lavaux_2022-08-10_must_Plot19	Veraison_2022	Lavaux_Plot_19	10.08.2022	Veraison	2022	Year2022	SE	Cluster2	Cluster2	19	19	2022-08-10	13.5	0.921	0.564	12.866	12.632
364525_256-LP3-ITS-0256	Lavaux_2022-08-10_must_Plot20	Veraison_2022	Lavaux_Plot_20	10.08.2022	Veraison	2022	Year2022	SE	Cluster2	Cluster4	20	20	2022-08-10	14.5	1.505	0.519	13.643	13.288
364525_224-LP3-ITS-0224	Lavaux_2022-08-10_must_Plot17	Veraison_2022	Lavaux_Plot_17	10.08.2022	Veraison	2022	Year2022	SE	Cluster2	Cluster3	17	17	2022-08-10	16.0	1.275	0.0	15.294	15.477
364525_211-LP3-ITS-0211	Lavaux_2022-09-09_must_Plot4_RepA	Harvest_2022	Lavaux_Plot_4	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster1	4	4	2022-09-09	19.5	0.955	0.083	18.8826	20.54
364525_219-LP3-ITS-0219	Lavaux_2022-09-09_must_Plot4_RepB	Harvest_2022	Lavaux_Plot_4	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster1	4	4	2022-09-09	19.5	0.955	0.083	18.8826	20.54
364525_227-LP3-ITS-0227	Lavaux_2022-09-09_must_Plot4_RepC	Harvest_2022	Lavaux_Plot_4	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster1	4	4	2022-09-09	19.5	0.955	0.083	18.8826	20.54
364525_235-LP3-ITS-0235	Lavaux_2022-09-09_must_Plot4_RepD	Harvest_2022	Lavaux_Plot_4	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster1	4	4	2022-09-09	19.5	0.955	0.083	18.8826	20.54
364525_243-LP3-ITS-0243	Lavaux_2022-09-09_must_Plot4_RepE	Harvest_2022	Lavaux_Plot_4	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster1	4	4	2022-09-09	19.5	0.955	0.083	18.8826	20.54
364525_251-LP3-ITS-0251	Lavaux_2022-09-09_must_Plot5_RepA	Harvest_2022	Lavaux_Plot_5	09.09.2022	Harvest	2022	Year2022	SW	Cluster3	Cluster3	5	5	2022-09-09	19.8	0.8874	0.0405	19.3776	20.4846
364525_259-LP3-ITS-0259	Lavaux_2022-09-09_must_Plot5_RepB	Harvest_2022	Lavaux_Plot_5	09.09.2022	Harvest	2022	Year2022	SW	Cluster3	Cluster3	5	5	2022-09-09	19.8	0.8874	0.0405	19.3776	20.4846
364525_267-LP3-ITS-0267	Lavaux_2022-09-09_must_Plot5_RepC	Harvest_2022	Lavaux_Plot_5	09.09.2022	Harvest	2022	Year2022	SW	Cluster3	Cluster3	5	5	2022-09-09	19.8	0.8874	0.0405	19.3776	20.4846
364525_275-LP3-ITS-0275	Lavaux_2022-09-09_must_Plot5_RepD	Harvest_2022	Lavaux_Plot_5	09.09.2022	Harvest	2022	Year2022	SW	Cluster3	Cluster3	5	5	2022-09-09	19.8	0.8874	0.0405	19.3776	20.4846
364525_283-LP3-ITS-0283	Lavaux_2022-09-09_must_Plot5_RepE	Harvest_2022	Lavaux_Plot_5	09.09.2022	Harvest	2022	Year2022	SW	Cluster3	Cluster3	5	5	2022-09-09	19.8	0.8874	0.0405	19.3776	20.4846
364525_196-LP3-ITS-0196	Lavaux_2022-09-09_must_Plot9_RepA	Harvest_2022	Lavaux_Plot_9	09.09.2022	Harvest	2022	Year2022	NE	Cluster3	Cluster2	9	9	2022-09-09	19.2	0.9222	0.0694	17.287	18.853
364525_204-LP3-ITS-0204	Lavaux_2022-09-09_must_Plot9_RepB	Harvest_2022	Lavaux_Plot_9	09.09.2022	Harvest	2022	Year2022	NE	Cluster3	Cluster2	9	9	2022-09-09	19.2	0.9222	0.0694	17.287	18.853
364525_212-LP3-ITS-0212	Lavaux_2022-09-09_must_Plot9_RepC	Harvest_2022	Lavaux_Plot_9	09.09.2022	Harvest	2022	Year2022	NE	Cluster3	Cluster2	9	9	2022-09-09	19.2	0.9222	0.0694	17.287	18.853
