id	SAMPLE_NAME	Collection_ID	Plot_ID	COLLECTION_DATE	Time_point	Year	Year_Cat	Quadrant	Cluster	Plot_PCA_kMeans_Cluster	Plot_Rep	Plot_No	Date	Brix_degree	Tartrate_gL	Malate_gL	Glucose_gL	Fructose_gL
364525_220-LP3-ITS-0220	Lavaux_2022-09-09_must_Plot9_RepD	Harvest_2022	Lavaux_Plot_9	09.09.2022	Harvest	2022	Year2022	NE	Cluster3	Cluster2	9	9	2022-09-09	19.2	0.9222	0.0694	17.287	18.853
364525_228-LP3-ITS-0228	Lavaux_2022-09-09_must_Plot9_RepE	Harvest_2022	Lavaux_Plot_9	09.09.2022	Harvest	2022	Year2022	NE	Cluster3	Cluster2	9	9	2022-09-09	19.2	0.9222	0.0694	17.287	18.853
364525_236-LP3-ITS-0236	Lavaux_2022-09-09_must_Plot12_RepA	Harvest_2022	Lavaux_Plot_12	09.09.2022	Harvest	2022	Year2022	NW	Cluster1	Cluster1	12	12	2022-09-09	17.1	1.1046	0.2186	13.6358	14.96
364525_244-LP3-ITS-0244	Lavaux_2022-09-09_must_Plot12_RepB	Harvest_2022	Lavaux_Plot_12	09.09.2022	Harvest	2022	Year2022	NW	Cluster1	Cluster1	12	12	2022-09-09	17.1	1.1046	0.2186	13.6358	14.96
364525_252-LP3-ITS-0252	Lavaux_2022-09-09_must_Plot12_RepC	Harvest_2022	Lavaux_Plot_12	09.09.2022	Harvest	2022	Year2022	NW	Cluster1	Cluster1	12	12	2022-09-09	17.1	1.1046	0.2186	13.6358	14.96
364525_260-LP3-ITS-0260	Lavaux_2022-09-09_must_Plot12_RepD	Harvest_2022	Lavaux_Plot_12	09.09.2022	Harvest	2022	Year2022	NW	Cluster1	Cluster1	12	12	2022-09-09	17.1	1.1046	0.2186	13.6358	14.96
364525_268-LP3-ITS-0268	Lavaux_2022-09-09_must_Plot12_RepE	Harvest_2022	Lavaux_Plot_12	09.09.2022	Harvest	2022	Year2022	NW	Cluster1	Cluster1	12	12	2022-09-09	17.1	1.1046	0.2186	13.6358	14.96
364525_276-LP3-ITS-0276	Lavaux_2022-09-09_must_Plot13_RepA	Harvest_2022	Lavaux_Plot_13	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster1	13	13	2022-09-09	17.6	0.9306	0.0724	15.884	17.5112
364525_284-LP3-ITS-0284	Lavaux_2022-09-09_must_Plot13_RepB	Harvest_2022	Lavaux_Plot_13	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster1	13	13	2022-09-09	17.6	0.9306	0.0724	15.884	17.5112
364525_197-LP3-ITS-0197	Lavaux_2022-09-09_must_Plot13_RepC	Harvest_2022	Lavaux_Plot_13	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster1	13	13	2022-09-09	17.6	0.9306	0.0724	15.884	17.5112
364525_205-LP3-ITS-0205	Lavaux_2022-09-09_must_Plot13_RepD	Harvest_2022	Lavaux_Plot_13	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster1	13	13	2022-09-09	17.6	0.9306	0.0724	15.884	17.5112
364525_213-LP3-ITS-0213	Lavaux_2022-09-09_must_Plot13_RepE	Harvest_2022	Lavaux_Plot_13	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster1	13	13	2022-09-09	17.6	0.9306	0.0724	15.884	17.5112
364525_221-LP3-ITS-0221	Lavaux_2022-09-09_must_Plot14_RepA	Harvest_2022	Lavaux_Plot_14	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster3	14	14	2022-09-09	18.8	0.981	0.0782	17.6878	18.9796
364525_229-LP3-ITS-0229	Lavaux_2022-09-09_must_Plot14_RepB	Harvest_2022	Lavaux_Plot_14	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster3	14	14	2022-09-09	18.8	0.981	0.0782	17.6878	18.9796
364525_237-LP3-ITS-0237	Lavaux_2022-09-09_must_Plot14_RepC	Harvest_2022	Lavaux_Plot_14	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster3	14	14	2022-09-09	18.8	0.981	0.0782	17.6878	18.9796
364525_245-LP3-ITS-0245	Lavaux_2022-09-09_must_Plot14_RepD	Harvest_2022	Lavaux_Plot_14	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster3	14	14	2022-09-09	18.8	0.981	0.0782	17.6878	18.9796
364525_253-LP3-ITS-0253	Lavaux_2022-09-09_must_Plot14_RepE	Harvest_2022	Lavaux_Plot_14	09.09.2022	Harvest	2022	Year2022	NW	Cluster3	Cluster3	14	14	2022-09-09	18.8	0.981	0.0782	17.6878	18.9796
364525_261-LP3-ITS-0261	Lavaux_2022-09-09_must_Plot15_RepA	Harvest_2022	Lavaux_Plot_15	09.09.2022	Harvest	2022	Year2022	NW	Cluster1	Cluster1	15	15	2022-09-09	17.3	1.1588	0.0972	14.325	15.952
364525_277-LP3-ITS-0277	Lavaux_2022-09-09_must_Plot15_RepB	Harvest_2022	Lavaux_Plot_15	09.09.2022	Harvest	2022	Year2022	NW	Cluster1	Cluster1	15	15	2022-09-09	17.3	1.1588	0.0972	14.325	15.952
364525_285-LP3-ITS-0285	Lavaux_2022-09-09_must_Plot15_RepC	Harvest_2022	Lavaux_Plot_15	09.09.2022	Harvest	2022	Year2022	NW	Cluster1	Cluster1	15	15	2022-09-09	17.3	1.1588	0.0972	14.325	15.952
364525_198-LP3-ITS-0198	Lavaux_2022-09-09_must_Plot15_RepD	Harvest_2022	Lavaux_Plot_15	09.09.2022	Harvest	2022	Year2022	NW	Cluster1	Cluster1	15	15	2022-09-09	17.3	1.1588	0.0972	14.325	15.952
364525_206-LP3-ITS-0206	Lavaux_2022-09-09_must_Plot15_RepE	Harvest_2022	Lavaux_Plot_15	09.09.2022	Harvest	2022	Year2022	NW	Cluster1	Cluster1	15	15	2022-09-09	17.3	1.1588	0.0972	14.325	15.952
364525_262-LP3-ITS-0262	Lavaux_2022-09-09_must_Plot19_RepA	Harvest_2022	Lavaux_Plot_19	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster2	19	19	2022-09-09	17.7	0.8918	0.1796	16.4586	17.784
364525_270-LP3-ITS-0270	Lavaux_2022-09-09_must_Plot19_RepB	Harvest_2022	Lavaux_Plot_19	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster2	19	19	2022-09-09	17.7	0.8918	0.1796	16.4586	17.784
364525_278-LP3-ITS-0278	Lavaux_2022-09-09_must_Plot19_RepC	Harvest_2022	Lavaux_Plot_19	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster2	19	19	2022-09-09	17.7	0.8918	0.1796	16.4586	17.784
364525_286-LP3-ITS-0286	Lavaux_2022-09-09_must_Plot19_RepD	Harvest_2022	Lavaux_Plot_19	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster2	19	19	2022-09-09	17.7	0.8918	0.1796	16.4586	17.784
364525_199-LP3-ITS-0199	Lavaux_2022-09-09_must_Plot19_RepE	Harvest_2022	Lavaux_Plot_19	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster2	19	19	2022-09-09	17.7	0.8918	0.1796	16.4586	17.784
364525_207-LP3-ITS-0207	Lavaux_2022-09-09_must_Plot20_RepA	Harvest_2022	Lavaux_Plot_20	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster4	20	20	2022-09-09	19.3	1.102	0.092	17.9328	19.7216
364525_215-LP3-ITS-0215	Lavaux_2022-09-09_must_Plot20_RepB	Harvest_2022	Lavaux_Plot_20	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster4	20	20	2022-09-09	19.3	1.102	0.092	17.9328	19.7216
364525_223-LP3-ITS-0223	Lavaux_2022-09-09_must_Plot20_RepC	Harvest_2022	Lavaux_Plot_20	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster4	20	20	2022-09-09	19.3	1.102	0.092	17.9328	19.7216
364525_231-LP3-ITS-0231	Lavaux_2022-09-09_must_Plot20_RepD	Harvest_2022	Lavaux_Plot_20	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster4	20	20	2022-09-09	19.3	1.102	0.092	17.9328	19.7216
364525_239-LP3-ITS-0239	Lavaux_2022-09-09_must_Plot20_RepE	Harvest_2022	Lavaux_Plot_20	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster4	20	20	2022-09-09	19.3	1.102	0.092	17.9328	19.7216
364525_222-LP3-ITS-0222	Lavaux_2022-09-09_must_Plot17_RepA	Harvest_2022	Lavaux_Plot_17	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster3	17	17	2022-09-09	20.2	0.8458	0.0774	18.7906	20.599
364525_230-LP3-ITS-0230	Lavaux_2022-09-09_must_Plot17_RepB	Harvest_2022	Lavaux_Plot_17	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster3	17	17	2022-09-09	20.2	0.8458	0.0774	18.7906	20.599
364525_238-LP3-ITS-0238	Lavaux_2022-09-09_must_Plot17_RepC	Harvest_2022	Lavaux_Plot_17	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster3	17	17	2022-09-09	20.2	0.8458	0.0774	18.7906	20.599
364525_246-LP3-ITS-0246	Lavaux_2022-09-09_must_Plot17_RepD	Harvest_2022	Lavaux_Plot_17	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster3	17	17	2022-09-09	20.2	0.8458	0.0774	18.7906	20.599
364525_254-LP3-ITS-0254	Lavaux_2022-09-09_must_Plot17_RepE	Harvest_2022	Lavaux_Plot_17	09.09.2022	Harvest	2022	Year2022	SE	Cluster2	Cluster3	17	17	2022-09-09	20.2	0.8458	0.0774	18.7906	20.599
364526_242-LP3-ITS-0818	Lavaux_2023-08-24_must_Plot4	Veraison_2023	Lavaux_Plot_4	24.08.2023	Veraison	2023	Year2023	NW	Cluster3	Cluster1	4	4	2023-08-24	14.0	1.746	0.078	16.064	15.769
364526_244-LP3-ITS-0820	Lavaux_2023-08-24_must_Plot5	Veraison_2023	Lavaux_Plot_5	24.08.2023	Veraison	2023	Year2023	SW	Cluster3	Cluster3	5	5	2023-08-24	16.4	1.477	0.086	21.178	21.285
364526_248-LP3-ITS-0824	Lavaux_2023-08-24_must_Plot9	Veraison_2023	Lavaux_Plot_9	24.08.2023	Veraison	2023	Year2023	NE	Cluster3	Cluster2	9	9	2023-08-24	11.0	1.454	0.63	13.58	13.096
364526_237-LP3-ITS-0813	Lavaux_2023-08-24_must_Plot12	Veraison_2023	Lavaux_Plot_12	24.08.2023	Veraison	2023	Year2023	NW	Cluster1	Cluster1	12	12	2023-08-24	11.0	1.47	0.705	14.636	13.577
364526_250-LP3-ITS-0826	Lavaux_2023-08-24_must_Plot13	Veraison_2023	Lavaux_Plot_13	24.08.2023	Veraison	2023	Year2023	NW	Cluster3	Cluster1	13	13	2023-08-24	13.0	1.48	0.094	16.843	16.272
364526_245-LP3-ITS-0821	Lavaux_2023-08-24_must_Plot14	Veraison_2023	Lavaux_Plot_14	24.08.2023	Veraison	2023	Year2023	NW	Cluster3	Cluster3	14	14	2023-08-24	19.4	1.647	0.037	20.807	20.396
364526_233-LP3-ITS-0809	Lavaux_2023-08-24_must_Plot15	Veraison_2023	Lavaux_Plot_15	24.08.2023	Veraison	2023	Year2023	NW	Cluster1	Cluster1	15	15	2023-08-24	14.2	2.149	0.065	16.411	16.062
364526_229-LP3-ITS-0805	Lavaux_2023-08-24_must_Plot19	Veraison_2023	Lavaux_Plot_19	24.08.2023	Veraison	2023	Year2023	SE	Cluster2	Cluster2	19	19	2023-08-24	18.2	1.35	0.083	15.585	15.19
364526_239-LP3-ITS-0815	Lavaux_2023-08-24_must_Plot20	Veraison_2023	Lavaux_Plot_20	24.08.2023	Veraison	2023	Year2023	SE	Cluster2	Cluster4	20	20	2023-08-24	14.0	1.505	0.09	22.676	22.534
364526_226-LP3-ITS-0802	Lavaux_2023-08-24_must_Plot17	Veraison_2023	Lavaux_Plot_17	24.08.2023	Veraison	2023	Year2023	SE	Cluster2	Cluster3	17	17	2023-08-24	13.2	1.32	0.079	18.362	18.338
364526_213-LP3-ITS-0789	Lavaux_2023-09-20_must_Plot4_RepA	Harvest_2023	Lavaux_Plot_4	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster1	4A	4	2023-09-20	18.6	1.453	0.055	18.245	20.139
364526_220-LP3-ITS-0796	Lavaux_2023-09-20_must_Plot4_RepB	Harvest_2023	Lavaux_Plot_4	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster1	4B	4	2023-09-20	19.4	1.316	0.064	19.902	21.67
364526_210-LP3-ITS-0786	Lavaux_2023-09-20_must_Plot4_RepC	Harvest_2023	Lavaux_Plot_4	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster1	4C	4	2023-09-20	16.2	1.508	0.072	15.026	17.469
364526_196-LP3-ITS-0772	Lavaux_2023-09-20_must_Plot4_RepD	Harvest_2023	Lavaux_Plot_4	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster1	4D	4	2023-09-20	17.2	1.664	0.078	17.34	19.331
364526_195-LP3-ITS-0771	Lavaux_2023-09-20_must_Plot4_RepE	Harvest_2023	Lavaux_Plot_4	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster1	4E	4	2023-09-20	18.6	1.566	0.086	18.375	20.371
364526_234-LP3-ITS-0810	Lavaux_2023-09-20_must_Plot5_RepA	Harvest_2023	Lavaux_Plot_5	20.09.2023	Harvest	2023	Year2023	SW	Cluster3	Cluster3	5A	5	2023-09-20	16.2	1.675	0.0	16.789	17.887
364526_240-LP3-ITS-0816	Lavaux_2023-09-20_must_Plot5_RepB	Harvest_2023	Lavaux_Plot_5	20.09.2023	Harvest	2023	Year2023	SW	Cluster3	Cluster3	5B	5	2023-09-20	17.4	1.63	0.075	18.901	20.944
364526_243-LP3-ITS-0819	Lavaux_2023-09-20_must_Plot5_RepC	Harvest_2023	Lavaux_Plot_5	20.09.2023	Harvest	2023	Year2023	SW	Cluster3	Cluster3	5C	5	2023-09-20	18.6	1.153	0.064	20.444	22.76
364526_238-LP3-ITS-0814	Lavaux_2023-09-20_must_Plot5_RepD	Harvest_2023	Lavaux_Plot_5	20.09.2023	Harvest	2023	Year2023	SW	Cluster3	Cluster3	5D	5	2023-09-20	16.6	1.168	0.072	18.327	20.67
364526_252-LP3-ITS-0828	Lavaux_2023-09-20_must_Plot5_RepE	Harvest_2023	Lavaux_Plot_5	20.09.2023	Harvest	2023	Year2023	SW	Cluster3	Cluster3	5E	5	2023-09-20	17.0	2.174	0.103	18.703	21.114
364526_228-LP3-ITS-0804	Lavaux_2023-09-20_must_Plot9_RepA	Harvest_2023	Lavaux_Plot_9	20.09.2023	Harvest	2023	Year2023	NE	Cluster3	Cluster2	9A	9	2023-09-20	18.8	1.459	0.084	22.202	23.599
364526_235-LP3-ITS-0811	Lavaux_2023-09-20_must_Plot9_RepB	Harvest_2023	Lavaux_Plot_9	20.09.2023	Harvest	2023	Year2023	NE	Cluster3	Cluster2	9B	9	2023-09-20	17.2	1.16	0.075	19.577	20.575
364526_246-LP3-ITS-0822	Lavaux_2023-09-20_must_Plot9_RepC	Harvest_2023	Lavaux_Plot_9	20.09.2023	Harvest	2023	Year2023	NE	Cluster3	Cluster2	9C	9	2023-09-20	18.4	1.339	0.093	20.336	21.589
364526_254-LP3-ITS-0830	Lavaux_2023-09-20_must_Plot9_RepD	Harvest_2023	Lavaux_Plot_9	20.09.2023	Harvest	2023	Year2023	NE	Cluster3	Cluster2	9D	9	2023-09-20	15.4	1.597	0.065	17.451	18.145
364526_232-LP3-ITS-0808	Lavaux_2023-09-20_must_Plot9_RepE	Harvest_2023	Lavaux_Plot_9	20.09.2023	Harvest	2023	Year2023	NE	Cluster3	Cluster2	9E	9	2023-09-20	18.0	1.541	0.077	21.745	22.969
364526_202-LP3-ITS-0778	Lavaux_2023-09-20_must_Plot12_RepA	Harvest_2023	Lavaux_Plot_12	20.09.2023	Harvest	2023	Year2023	NW	Cluster1	Cluster1	12A	12	2023-09-20	18.8	1.763	0.119	24.499	25.947
364526_224-LP3-ITS-0800	Lavaux_2023-09-20_must_Plot12_RepB	Harvest_2023	Lavaux_Plot_12	20.09.2023	Harvest	2023	Year2023	NW	Cluster1	Cluster1	12B	12	2023-09-20	17.2	1.735	0.115	16.551	18.103
364526_218-LP3-ITS-0794	Lavaux_2023-09-20_must_Plot12_RepC	Harvest_2023	Lavaux_Plot_12	20.09.2023	Harvest	2023	Year2023	NW	Cluster1	Cluster1	12C	12	2023-09-20	17.6	1.473	0.072	16.872	18.455
364526_209-LP3-ITS-0785	Lavaux_2023-09-20_must_Plot12_RepD	Harvest_2023	Lavaux_Plot_12	20.09.2023	Harvest	2023	Year2023	NW	Cluster1	Cluster1	12D	12	2023-09-20	18.8	1.559	0.078	20.563	21.909
364526_207-LP3-ITS-0783	Lavaux_2023-09-20_must_Plot12_RepE	Harvest_2023	Lavaux_Plot_12	20.09.2023	Harvest	2023	Year2023	NW	Cluster1	Cluster1	12E	12	2023-09-20	18.0	1.299	0.07	18.103	18.813
364526_193-LP3-ITS-0769	Lavaux_2023-09-20_must_Plot13_RepA	Harvest_2023	Lavaux_Plot_13	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster1	13A	13	2023-09-20	17.2	1.566	0.088	19.257	20.172
364526_203-LP3-ITS-0779	Lavaux_2023-09-20_must_Plot13_RepB	Harvest_2023	Lavaux_Plot_13	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster1	13B	13	2023-09-20	19.0	1.586	0.082	20.403	21.771
364526_200-LP3-ITS-0776	Lavaux_2023-09-20_must_Plot13_RepC	Harvest_2023	Lavaux_Plot_13	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster1	13C	13	2023-09-20	16.6	1.326	0.079	15.647	16.664
364526_212-LP3-ITS-0788	Lavaux_2023-09-20_must_Plot13_RepD	Harvest_2023	Lavaux_Plot_13	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster1	13D	13	2023-09-20	17.0	1.958	0.099	15.947	17.511
364526_221-LP3-ITS-0797	Lavaux_2023-09-20_must_Plot13_RepE	Harvest_2023	Lavaux_Plot_13	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster1	13E	13	2023-09-20	17.4	1.617	0.065	18.505	19.907
364526_231-LP3-ITS-0807	Lavaux_2023-09-20_must_Plot14_RepA	Harvest_2023	Lavaux_Plot_14	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster3	14A	14	2023-09-20	17.0	1.855	0.161	16.87	19.923
364526_241-LP3-ITS-0817	Lavaux_2023-09-20_must_Plot14_RepB	Harvest_2023	Lavaux_Plot_14	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster3	14B	14	2023-09-20	20.6	1.714	0.088	22.829	23.62
364526_253-LP3-ITS-0829	Lavaux_2023-09-20_must_Plot14_RepC	Harvest_2023	Lavaux_Plot_14	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster3	14C	14	2023-09-20	19.2	1.696	0.064	21.296	22.517
364526_251-LP3-ITS-0827	Lavaux_2023-09-20_must_Plot14_RepD	Harvest_2023	Lavaux_Plot_14	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster3	14D	14	2023-09-20	21.0	1.636	0.068	21.653	22.806
364526_236-LP3-ITS-0812	Lavaux_2023-09-20_must_Plot14_RepE	Harvest_2023	Lavaux_Plot_14	20.09.2023	Harvest	2023	Year2023	NW	Cluster3	Cluster3	14E	14	2023-09-20	18.4	1.839	0.066	20.819	22.231
364526_194-LP3-ITS-0770	Lavaux_2023-09-20_must_Plot15_RepA	Harvest_2023	Lavaux_Plot_15	20.09.2023	Harvest	2023	Year2023	NW	Cluster1	Cluster1	15A	15	2023-09-20	16.2	1.863	0.136	15.362	17.88
364526_222-LP3-ITS-0798	Lavaux_2023-09-20_must_Plot15_RepB	Harvest_2023	Lavaux_Plot_15	20.09.2023	Harvest	2023	Year2023	NW	Cluster1	Cluster1	15B	15	2023-09-20	16.4	1.747	0.085	16.789	17.81
364526_199-LP3-ITS-0775	Lavaux_2023-09-20_must_Plot15_RepC	Harvest_2023	Lavaux_Plot_15	20.09.2023	Harvest	2023	Year2023	NW	Cluster1	Cluster1	15C	15	2023-09-20	17.2	1.299	0.063	16.603	17.673
364526_214-LP3-ITS-0790	Lavaux_2023-09-20_must_Plot15_RepD	Harvest_2023	Lavaux_Plot_15	20.09.2023	Harvest	2023	Year2023	NW	Cluster1	Cluster1	15D	15	2023-09-20	19.8	1.506	0.122	18.503	19.573
364526_208-LP3-ITS-0784	Lavaux_2023-09-20_must_Plot15_RepE	Harvest_2023	Lavaux_Plot_15	20.09.2023	Harvest	2023	Year2023	NW	Cluster1	Cluster1	15E	15	2023-09-20	17.4	1.07	0.055	18.511	19.582
364526_206-LP3-ITS-0782	Lavaux_2023-09-20_must_Plot19_RepA	Harvest_2023	Lavaux_Plot_19	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster2	19A	19	2023-09-20	16.0	1.406	0.077	15.606	16.871
364526_198-LP3-ITS-0774	Lavaux_2023-09-20_must_Plot19_RepB	Harvest_2023	Lavaux_Plot_19	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster2	19B	19	2023-09-20	18.0	1.597	0.092	16.266	18.164
364526_217-LP3-ITS-0793	Lavaux_2023-09-20_must_Plot19_RepC	Harvest_2023	Lavaux_Plot_19	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster2	19C	19	2023-09-20	16.2	1.394	0.051	15.04	15.959
364526_215-LP3-ITS-0791	Lavaux_2023-09-20_must_Plot19_RepD	Harvest_2023	Lavaux_Plot_19	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster2	19D	19	2023-09-20	17.8	1.32	0.057	15.756	16.694
364526_201-LP3-ITS-0777	Lavaux_2023-09-20_must_Plot19_RepE	Harvest_2023	Lavaux_Plot_19	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster2	19E	19	2023-09-20	16.0	1.467	0.055	14.048	14.997
364526_197-LP3-ITS-0773	Lavaux_2023-09-20_must_Plot20_RepA	Harvest_2023	Lavaux_Plot_20	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster4	20A	20	2023-09-20	19.8	1.294	0.087	18.433	19.855
364526_211-LP3-ITS-0787	Lavaux_2023-09-20_must_Plot20_RepB	Harvest_2023	Lavaux_Plot_20	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster4	20B	20	2023-09-20	19.0	1.952	0.142	16.393	19.121
364526_219-LP3-ITS-0795	Lavaux_2023-09-20_must_Plot20_RepC	Harvest_2023	Lavaux_Plot_20	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster4	20C	20	2023-09-20	17.8	1.763	0.083	17.15	18.682
364526_204-LP3-ITS-0780	Lavaux_2023-09-20_must_Plot20_RepD	Harvest_2023	Lavaux_Plot_20	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster4	20D	20	2023-09-20	18.2	1.69	0.119	16.293	18.78
364526_216-LP3-ITS-0792	Lavaux_2023-09-20_must_Plot20_RepE	Harvest_2023	Lavaux_Plot_20	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster4	20E	20	2023-09-20	19.8	1.851	0.105	19.931	20.718
364526_249-LP3-ITS-0825	Lavaux_2023-09-20_must_Plot17_RepA	Harvest_2023	Lavaux_Plot_17	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster3	17A	17	2023-09-20	19.8	1.134	0.089	21.808	23.374
364526_230-LP3-ITS-0806	Lavaux_2023-09-20_must_Plot17_RepB	Harvest_2023	Lavaux_Plot_17	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster3	17B	17	2023-09-20	18.2	1.496	0.097	16.386	18.247
364526_225-LP3-ITS-0801	Lavaux_2023-09-20_must_Plot17_RepC	Harvest_2023	Lavaux_Plot_17	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster3	17C	17	2023-09-20	18.6	1.291	0.104	18.663	20.781
364526_227-LP3-ITS-0803	Lavaux_2023-09-20_must_Plot17_RepD	Harvest_2023	Lavaux_Plot_17	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster3	17D	17	2023-09-20	16.2	1.12	0.085	17.153	18.839
364526_247-LP3-ITS-0823	Lavaux_2023-09-20_must_Plot17_RepE	Harvest_2023	Lavaux_Plot_17	20.09.2023	Harvest	2023	Year2023	SE	Cluster2	Cluster3	17E	17	2023-09-20	17.0	1.051	0.083	16.54	18.276
364525_273-LP3-ITS-0273	Lavaux_2021-09-30_must_Plot5_Row6/Vine30_ID37	Harvest_2021	Lavaux_Plot_5	2021-09-30 00:00:00 +0200	Harvest	2021	Year2021	SW	Cluster3	Cluster3	5	5	2021-09-30		1.3313	0.5027	20.4215	22.476
