id	SAMPLE_NAME	CTRL	Project	DNA_extraction_plate	Plate	Fungal conc. (ng/uL)
364525_197-LP3-ITS-0197	Lavaux_2022-09-09_must_Plot13_RepC	Sample	Lavaux	DNA14	P3	3.08
364525_077-LP3-ITS-0077	Lavaux_2021-09-30_must_Plot17_Row7/Vine40_ID160	Sample	Lavaux	DNA11	P1	4.19
364525_076-LP3-ITS-0076	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA11	P1	0.18
364525_193-LP3-ITS-0193	Lavaux_2021-09-30_must_Plot17_Row8/Vine32_ID162	Sample	Lavaux	DNA14	P3	3.55
364525_073-LP3-ITS-0073	Lavaux_2021-09-30_must_Plot9_Row8/Vine30_ID49	Sample	Lavaux	DNA11	P1	8.23
364525_194-LP3-ITS-0194	Lavaux_2021-09-30_must_Plot11_Row4/Vine50_ID63	Sample	Lavaux	DNA14	P3	1.78
364525_072-LP3-ITS-0072	do not use	Sample	NOT-USE	DNA11	P1	3.0
364525_195-LP3-ITS-0195	Lavaux_2021-09-30_must_Plot17_Row10/Vine30_ID166	Sample	Lavaux	DNA14	P3	1.87
364525_075-LP3-ITS-0075	Lavaux_2021-09-30_must_Plot4_Row8/Vine30_ID5	Sample	Lavaux	DNA11	P1	5.1
364525_196-LP3-ITS-0196	Lavaux_2022-09-09_must_Plot9_RepA	Sample	Lavaux	DNA14	P3	1.98
364525_074-LP3-ITS-0074	Lavaux_2021-09-30_must_Plot15_Row13/Vine39_ID140	Sample	Lavaux	DNA11	P1	7.23
364525_200-LP3-ITS-0200	Lavaux_2022-08-10_must_Plot13	Sample	Lavaux	DNA14	P3	2.51
364525_080-LP3-ITS-0080	do not use	Sample	NOT-USE	DNA11	P1	4.48
364525_201-LP3-ITS-0201	Lavaux_2021-09-30_must_Plot17_Row5/Vine45_ID156	Sample	Lavaux	DNA14	P3	0.001
364525_079-LP3-ITS-0079	Lavaux_2021-09-30_must_Plot13_Row3/Vine10_ID97	Sample	Lavaux	DNA11	P1	7.52
364525_202-LP3-ITS-0202	Lavaux_2021-09-30_must_Plot17_Row16/Vine10_ID177	Sample	Lavaux	DNA14	P3	2.58
364525_082-LP3-ITS-0082	Lavaux_2021-09-30_must_Plot11_Row7/Vine15_ID68	Sample	Lavaux	DNA11	P1	7.86
364525_203-LP3-ITS-0203	Lavaux_2021-09-30_must_Plot17_Row5/Vine10_ID152	Sample	Lavaux	DNA14	P3	6.66
364525_081-LP3-ITS-0081	Lavaux_2021-09-30_must_Plot18_Row9/Vine14_ID192	Sample	Lavaux	DNA11	P1	7.58
364525_198-LP3-ITS-0198	Lavaux_2022-09-09_must_Plot15_RepD	Sample	Lavaux	DNA14	P3	3.01
364525_078-LP3-ITS-0078	Lavaux_2021-09-30_must_Plot18_Row6/Vine7_ID189	Sample	Lavaux	DNA11	P1	3.63
364525_199-LP3-ITS-0199	Lavaux_2022-09-09_must_Plot19_RepE	Sample	Lavaux	DNA14	P3	5.03
364525_106-LP3-ITS-0106	Lavaux_2021-09-30_must_Plot9_Row4/Vine10_ID40	Sample	Lavaux	DNA12	P2	2.47
364525_105-LP3-ITS-0105	Lavaux_2021-09-30_must_Plot17_Row4/Vine15_ID149	Sample	Lavaux	DNA12	P2	3.67
364525_107-LP3-ITS-0107	do not use	Sample	NOT-USE	DNA12	P2	3.41
364525_095-LP3-ITS-0095	Lavaux_2021-09-30_must_Plot15_Row4/Vine10_ID122	Sample	Lavaux	DNA11	P1	8.1
364525_094-LP3-ITS-0094	Lavaux_2021-09-30_must_Plot12_Row4/Vine50_ID84	Sample	Lavaux	DNA11	P1	10.88
364525_097-LP3-ITS-0097	Lavaux_2021-09-30_must_Plot17_Row18/Vine20_ID182	Sample	Lavaux	DNA12	P2	1.75
364525_096-LP3-ITS-0096	Lavaux_2021-09-30_must_Plot18_Row3/Vine14_ID186	Sample	Lavaux	DNA11	P1	7.31
364525_102-LP3-ITS-0102	Lavaux_2021-09-30_must_Plot20_Row16/Vine10_ID218	Sample	Lavaux	DNA12	P2	5.85
364525_101-LP3-ITS-0101	Lavaux_2021-09-30_must_Plot14_Row10/Vine4_ID111	Sample	Lavaux	DNA12	P2	3.54
364525_104-LP3-ITS-0104	Lavaux_2021-09-30_must_Plot20_Row15/Vine5_ID217	Sample	Lavaux	DNA12	P2	8.9
364525_103-LP3-ITS-0103	Lavaux_2021-09-30_must_Plot15_Row7/Vine20_ID128a	Sample	Lavaux	DNA12	P2	1.36
364525_098-LP3-ITS-0098	Lavaux_2021-09-30_must_Plot15_Row15/Vine20_ID143	Sample	Lavaux	DNA12	P2	6.2
364525_100-LP3-ITS-0100	Lavaux_2021-09-30_must_Plot9_Row4/Vine30_ID41	Sample	Lavaux	DNA12	P2	3.41
364525_099-LP3-ITS-0099	Lavaux_2021-09-30_must_Plot17_Row13/Vine40_ID172	Sample	Lavaux	DNA12	P2	4.58
364525_406-LP3-ITS-0406	SB_must_min20_24h_1	Sample	SamplingBenchmarking	DNA17	P5	5.96
364525_285-LP3-ITS-0285	Lavaux_2022-09-09_must_Plot15_RepC	Sample	Lavaux	DNA14	P3	4.08
364525_164-LP3-ITS-0164	Lavaux_2021-09-30_must_Plot12_Row5/Vine20_ID85	Sample	Lavaux	DNA12	P2	1.65
364525_044-LP3-ITS-0044	DNA11_PosCtrl_2	PosCtrl	Lavaux	DNA11	P1	12.8
364525_407-LP3-ITS-0407	SB_must_min20_24h_2	Sample	SamplingBenchmarking	DNA17	P5	5.2
364525_286-LP3-ITS-0286	Lavaux_2022-09-09_must_Plot19_RepD	Sample	Lavaux	DNA14	P3	1.63
364525_165-LP3-ITS-0165	Lavaux_2021-09-30_must_Plot4_Row13/Vine20_ID12	Sample	Lavaux	DNA12	P2	2.87
364525_043-LP3-ITS-0043	Lavaux_2021-09-30_must_Plot15_Row7/Vine39_ID129c	Sample	Lavaux	DNA11	P1	13.18
364525_287-LP3-ITS-0287	Lavaux_2022-08-10_must_Plot12	Sample	Lavaux	DNA14	P3	2.73
364525_166-LP3-ITS-0166	Lavaux_2021-09-30_must_Plot4_Row7/Vine20_ID3	Sample	Lavaux	DNA12	P2	2.31
364525_046-LP3-ITS-0046	Lavaux_2021-09-30_must_Plot15_Row12/Vine30_ID138	Sample	Lavaux	DNA11	P1	4.67
364525_167-LP3-ITS-0167	Lavaux_2021-09-30_must_Plot14_Row18/Vine4_ID119	Sample	Lavaux	DNA12	P2	1.54
364525_045-LP3-ITS-0045	Lavaux_2021-09-30_must_Plot20_Row13/Vine20_ID215	Sample	Lavaux	DNA11	P1	5.22
364525_402-LP3-ITS-0402	SB_must_min80_1wk_3	Sample	SamplingBenchmarking	DNA17	P5	5.91
364525_281-LP3-ITS-0281	Lavaux_2021-09-30_must_Plot17_Row3/Vine10_ID145	Sample	Lavaux	DNA14	P3	0.81
364525_160-LP3-ITS-0160	Lavaux_2021-09-30_must_Plot11_Row9/Vine40_ID75	Sample	Lavaux	DNA12	P2	2.96
364525_040-LP3-ITS-0040	Lavaux_2021-09-30_must_Plot20_Row8/Vine11_ID208	Sample	Lavaux	DNA11	P1	3.45
364525_403-LP3-ITS-0403	SB_must_min80_1month_1	Sample	SamplingBenchmarking	DNA17	P5	7.18
364525_282-LP3-ITS-0282	Lavaux_2021-09-30_must_Plot13_Row4/Vine20_ID99	Sample	Lavaux	DNA14	P3	3.09
364525_161-LP3-ITS-0161	Lavaux_2021-09-30_must_Plot11_Row2/Vine51_ID58	Sample	Lavaux	DNA12	P2	1.24
364525_039-LP3-ITS-0039	Lavaux_2021-09-30_must_Plot9_Row11/Vine40_ID55	Sample	Lavaux	DNA11	P1	4.56
364525_404-LP3-ITS-0404	SB_must_min80_1month_2	Sample	SamplingBenchmarking	DNA17	P5	3.78
364525_283-LP3-ITS-0283	Lavaux_2022-09-09_must_Plot5_RepE	Sample	Lavaux	DNA14	P3	0.83
364525_162-LP3-ITS-0162	Lavaux_2021-09-30_must_Plot11_Row7/Vine50_ID70	Sample	Lavaux	DNA12	P2	3.35
364525_042-LP3-ITS-0042	Lavaux_2021-09-30_must_Plot17_Row17/Vine40_ID180	Sample	Lavaux	DNA11	P1	7.54
364525_405-LP3-ITS-0405	SB_must_min80_1month_3	Sample	SamplingBenchmarking	DNA17	P5	5.11
364525_284-LP3-ITS-0284	Lavaux_2022-09-09_must_Plot13_RepB	Sample	Lavaux	DNA14	P3	7.17
364525_163-LP3-ITS-0163	Lavaux_2021-09-30_must_Plot11_Row8/Vine50_ID73	Sample	Lavaux	DNA12	P2	2.14
364525_041-LP3-ITS-0041	Lavaux_2021-09-30_must_Plot11_Row9/Vine20_ID74	Sample	Lavaux	DNA11	P1	5.77
364525_047-LP3-ITS-0047	DNA11_NegCtrl_1	NegCtrl	Lavaux	DNA11	P1	0.001
364525_288-LP3-ITS-0288	empty	Sample	NOT-USE	DNA14	P3	0.001
364525_289-LP3-ITS-0289	Lavaux_2022-08-10_soil_Plot17	Sample	Lavaux	DNA15	P4	1.11
364525_168-LP3-ITS-0168	Lavaux_2021-09-30_must_Plot14_Row16/Vine4_ID117	Sample	Lavaux	DNA12	P2	1.59
364525_290-LP3-ITS-0290	Lavaux_2022-08-10_soil_Plot5	Sample	Lavaux	DNA15	P4	5.49
364525_169-LP3-ITS-0169	Lavaux_2021-09-30_must_Plot12_Row2/Vine10_ID76	Sample	Lavaux	DNA12	P2	2.4
364525_049-LP3-ITS-0049	Lavaux_2021-09-30_must_Plot13_Row2/Vine20_ID96	Sample	Lavaux	DNA11	P1	5.91
364525_291-LP3-ITS-0291	Lavaux_2022-08-10_soil_Plot11	Sample	Lavaux	DNA15	P4	5.93
364525_170-LP3-ITS-0170	Lavaux_2021-09-30_must_Plot17_Row5/Vine20_ID153	Sample	Lavaux	DNA12	P2	7.15
364525_048-LP3-ITS-0048	Lavaux_2021-09-30_must_Plot4_Row6/Vine30_ID2	Sample	Lavaux	DNA11	P1	1.34
364525_395-LP3-ITS-0395	SB_must_4deg_72h_2	Sample	SamplingBenchmarking	DNA17	P5	6.78
364525_274-LP3-ITS-0274	Lavaux_2021-09-30_must_Plot17_Row4/Vine25_ID150	Sample	Lavaux	DNA14	P3	2.1
364525_153-LP3-ITS-0153	Lavaux_2021-09-30_must_Plot5_Row2/Vine50_ID27	Sample	Lavaux	DNA12	P2	0.58
364525_033-LP3-ITS-0033	Lavaux_2021-09-30_must_Plot5_Row3/Vine40_ID29	Sample	Lavaux	DNA11	P1	5.55
364525_396-LP3-ITS-0396	SB_must_4deg_72h_3	Sample	SamplingBenchmarking	DNA17	P5	11.48
364525_275-LP3-ITS-0275	Lavaux_2022-09-09_must_Plot5_RepD	Sample	Lavaux	DNA14	P3	1.5
364525_154-LP3-ITS-0154	Lavaux_2021-09-30_must_Plot11_Row7/Vine30_ID69	Sample	Lavaux	DNA12	P2	3.96
364525_032-LP3-ITS-0032	Lavaux_2021-09-30_must_Plot13_Row1/Vine30_ID95	Sample	Lavaux	DNA11	P1	4.21
364525_397-LP3-ITS-0397	SB_must_4deg_1wk_1	Sample	SamplingBenchmarking	DNA17	P5	6.92
364525_276-LP3-ITS-0276	Lavaux_2022-09-09_must_Plot13_RepA	Sample	Lavaux	DNA14	P3	3.17
364525_155-LP3-ITS-0155	Lavaux_2021-09-30_must_Plot4_Row17/Vine20_ID18	Sample	Lavaux	DNA12	P2	1.27
364525_035-LP3-ITS-0035	do not use	Sample	NOT-USE	DNA11	P1	16.26
364525_277-LP3-ITS-0277	Lavaux_2022-09-09_must_Plot15_RepB	Sample	Lavaux	DNA14	P3	5.08
364525_156-LP3-ITS-0156	Lavaux_2021-09-30_must_Plot17_Row16/Vine30_ID178	Sample	Lavaux	DNA12	P2	1.25
364525_034-LP3-ITS-0034	Lavaux_2021-09-30_must_Plot4_Row16/Vine30_ID17	Sample	Lavaux	DNA11	P1	6.3
364525_391-LP3-ITS-0391	SB_must_4deg_24h_1	Sample	SamplingBenchmarking	DNA17	P5	6.92
364525_270-LP3-ITS-0270	Lavaux_2022-09-09_must_Plot19_RepB	Sample	Lavaux	DNA14	P3	2.04
364525_149-LP3-ITS-0149	Lavaux_2021-09-30_must_Plot19_Row2/Vine5_ID195	Sample	Lavaux	DNA12	P2	2.17
364525_029-LP3-ITS-0029	Lavaux_2021-09-30_must_Plot15_Row8/Vine29_ID131c	Sample	Lavaux	DNA11	P1	2.48
364525_392-LP3-ITS-0392	SB_must_4deg_24h_2	Sample	SamplingBenchmarking	DNA17	P5	2.99
364525_271-LP3-ITS-0271	Lavaux_2022-08-10_must_Plot9	Sample	Lavaux	DNA14	P3	1.38
364525_150-LP3-ITS-0150	Lavaux_2021-09-30_must_Plot9_Row8/Vine10_ID48	Sample	Lavaux	DNA12	P2	6.83
364525_028-LP3-ITS-0028	Lavaux_2021-09-30_must_Plot12_Row2/Vine50_ID78	Sample	Lavaux	DNA11	P1	4.3
364525_393-LP3-ITS-0393	SB_must_4deg_24h_3	Sample	SamplingBenchmarking	DNA17	P5	3.63
364525_272-LP3-ITS-0272	empty	Sample	NOT-USE	DNA14	P3	0.001
364525_151-LP3-ITS-0151	Lavaux_2021-09-30_must_Plot14_Row9/Vine10_ID110	Sample	Lavaux	DNA12	P2	3.18
364525_031-LP3-ITS-0031	Lavaux_2021-09-30_must_Plot17_Row4/Vine35_ID151	Sample	Lavaux	DNA11	P1	0.17
364525_394-LP3-ITS-0394	SB_must_4deg_72h_1	Sample	SamplingBenchmarking	DNA17	P5	8.46
364525_273-LP3-ITS-0273	Lavaux_2021-09-30_must_Plot5_Row6/Vine30_ID37	Sample	Lavaux	DNA14	P3	0.2
364525_152-LP3-ITS-0152	Lavaux_2021-09-30_must_Plot17_Row9/Vine40_ID164	Sample	Lavaux	DNA12	P2	1.22
364525_030-LP3-ITS-0030	Lavaux_2021-09-30_must_Plot17_Row12/Vine30_ID170	Sample	Lavaux	DNA11	P1	5.18
364525_157-LP3-ITS-0157	Lavaux_2021-09-30_must_Plot9_Row6/Vine10_ID44	Sample	Lavaux	DNA12	P2	1.59
364525_037-LP3-ITS-0037	Lavaux_2021-09-30_must_Plot5_Row4/Vine50_ID32	Sample	Lavaux	DNA11	P1	0.38
364525_036-LP3-ITS-0036	Lavaux_2021-09-30_must_Plot14_Row8/Vine4_ID109	Sample	Lavaux	DNA11	P1	3.49
364525_398-LP3-ITS-0398	SB_must_4deg_1wk_2	Sample	SamplingBenchmarking	DNA17	P5	6.37
364525_399-LP3-ITS-0399	SB_must_4deg_1wk_3	Sample	SamplingBenchmarking	DNA17	P5	5.83
364525_278-LP3-ITS-0278	Lavaux_2022-09-09_must_Plot19_RepC	Sample	Lavaux	DNA14	P3	4.82
364525_400-LP3-ITS-0400	SB_must_min80_1wk_1	Sample	SamplingBenchmarking	DNA17	P5	2.06
364525_279-LP3-ITS-0279	Lavaux_2022-08-10_must_Plot11	Sample	Lavaux	DNA14	P3	1.76
364525_158-LP3-ITS-0158	Lavaux_2021-09-30_must_Plot14_Row11/Vine8_ID112	Sample	Lavaux	DNA12	P2	3.16
364525_038-LP3-ITS-0038	Lavaux_2021-09-30_must_Plot5_Row4/Vine10_ID30	Sample	Lavaux	DNA11	P1	5.71
364525_401-LP3-ITS-0401	SB_must_min80_1wk_2	Sample	SamplingBenchmarking	DNA17	P5	4.02
364525_280-LP3-ITS-0280	empty	Sample	NOT-USE	DNA14	P3	0.001
364525_159-LP3-ITS-0159	Lavaux_2021-09-30_must_Plot4_Row20/Vine10_ID22	Sample	Lavaux	DNA12	P2	0.95
364525_307-LP3-ITS-0307	Lavaux_2022-03-08_soil_Plot5	Sample	Lavaux	DNA15	P4	2.2
364525_186-LP3-ITS-0186	Lavaux_2021-09-30_must_Plot14_Row6/Vine12_ID107	Sample	Lavaux	DNA12	P2	2.97
364525_066-LP3-ITS-0066	Lavaux_2021-09-30_must_Plot5_Row6/Vine20_ID36	Sample	Lavaux	DNA11	P1	2.85
364525_187-LP3-ITS-0187	Lavaux_2021-09-30_must_Plot18_Row7/Vine14_ID190	Sample	Lavaux	DNA12	P2	2.39
364525_065-LP3-ITS-0065	Lavaux_2021-09-30_must_Plot14_Row14/Vine4_ID115	Sample	Lavaux	DNA11	P1	2.71
364525_067-LP3-ITS-0067	Lavaux_2021-09-30_must_Plot5_Row2/Vine10_ID25	Sample	Lavaux	DNA11	P1	7.77
364525_303-LP3-ITS-0303	Lavaux_2021-08-31_soil_Plot13	Sample	Lavaux	DNA15	P4	0.001
364525_182-LP3-ITS-0182	Lavaux_2021-09-30_must_Plot12_Row5/Vine60_ID87	Sample	Lavaux	DNA12	P2	6.88
364525_062-LP3-ITS-0062	Lavaux_2021-09-30_must_Plot12_Row7/Vine60_ID93	Sample	Lavaux	DNA11	P1	10.7
364525_304-LP3-ITS-0304	Lavaux_2022-03-08_soil_Plot14	Sample	Lavaux	DNA15	P4	0.2
364525_183-LP3-ITS-0183	Lavaux_2021-09-30_must_Plot17_Row11/Vine20_ID167	Sample	Lavaux	DNA12	P2	16.29
364525_061-LP3-ITS-0061	DO NOT USE (DUPLICATE)	Sample	NOT-USE	DNA11	P1	1.3
364525_305-LP3-ITS-0305	Lavaux_2022-03-08_soil_Plot17	Sample	Lavaux	DNA15	P4	6.59
364525_184-LP3-ITS-0184	Lavaux_2021-09-30_must_Plot17_Row5/Vine40_ID155	Sample	Lavaux	DNA12	P2	9.5
364525_064-LP3-ITS-0064	Lavaux_2021-09-30_must_Plot17_Row15/Vine21_ID175	Sample	Lavaux	DNA11	P1	5.34
364525_306-LP3-ITS-0306	Lavaux_2021-08-31_soil_Plot19	Sample	Lavaux	DNA15	P4	6.43
364525_185-LP3-ITS-0185	Lavaux_2021-09-30_must_Plot15_Row6/Vine10_ID126	Sample	Lavaux	DNA12	P2	7.52
364525_063-LP3-ITS-0063	Lavaux_2021-09-30_must_Plot17_Row8/Vine10_ID161	Sample	Lavaux	DNA11	P1	6.46
364525_189-LP3-ITS-0189	Lavaux_2021-09-30_must_Plot14_Row17/Vine10_ID118	Sample	Lavaux	DNA12	P2	5.37
364525_069-LP3-ITS-0069	Lavaux_2021-09-30_must_Plot12_Row4/Vine10_ID82	Sample	Lavaux	DNA11	P1	3.43
364525_190-LP3-ITS-0190	Lavaux_2021-09-30_must_Plot20_Row3/Vine20_ID201	Sample	Lavaux	DNA12	P2	4.63
364525_068-LP3-ITS-0068	Lavaux_2021-09-30_must_Plot4_Row14/Vine10_ID13	Sample	Lavaux	DNA11	P1	1.76
364525_191-LP3-ITS-0191	Lavaux_2021-09-30_must_Plot17_Row14/Vine30_ID174	Sample	Lavaux	DNA12	P2	13.76
364525_071-LP3-ITS-0071	DNA11_NegCtrl_2	NegCtrl	Lavaux	DNA11	P1	8.34
364525_192-LP3-ITS-0192	Lavaux_2021-09-30_must_Plot15_Row11/Vine38_ID136	Sample	Lavaux	DNA12	P2	5.67
364525_070-LP3-ITS-0070	Lavaux_2021-09-30_must_Plot14_Row12/Vine4_ID113	Sample	Lavaux	DNA11	P1	7.02
364525_188-LP3-ITS-0188	Lavaux_2021-09-30_must_Plot18_Row10/Vine7_ID193	Sample	Lavaux	DNA12	P2	1.75
364525_296-LP3-ITS-0296	Lavaux_2022-08-10_soil_Plot4	Sample	Lavaux	DNA15	P4	4.85
364525_175-LP3-ITS-0175	Lavaux_2021-09-30_must_Plot13_Row3/Vine30_ID98	Sample	Lavaux	DNA12	P2	6.97
364525_055-LP3-ITS-0055	Lavaux_2021-09-30_must_Plot20_Row12/Vine11_ID214	Sample	Lavaux	DNA11	P1	7.63
364525_297-LP3-ITS-0297	Lavaux_2022-08-10_soil_Plot19	Sample	Lavaux	DNA15	P4	0.18
364525_176-LP3-ITS-0176	Lavaux_2021-09-30_must_Plot13_Row1/Vine10_ID94	Sample	Lavaux	DNA12	P2	2.94
364525_054-LP3-ITS-0054	Lavaux_2021-09-30_must_Plot5_Row5/Vine20_ID33	Sample	Lavaux	DNA11	P1	3.09
364525_177-LP3-ITS-0177	Lavaux_2021-09-30_must_Plot11_Row2/Vine31_ID57	Sample	Lavaux	DNA12	P2	5.59
364525_057-LP3-ITS-0057	Lavaux_2021-09-30_must_Plot4_Row16/Vine10_ID16	Sample	Lavaux	DNA11	P1	2.35
364525_056-LP3-ITS-0056	Lavaux_2021-09-30_must_Plot15_Row14/Vine31_ID142	Sample	Lavaux	DNA11	P1	4.28
364525_292-LP3-ITS-0292	Lavaux_2022-08-10_soil_Plot13	Sample	Lavaux	DNA15	P4	5.28
364525_171-LP3-ITS-0171	DNA12_NegCtrl	NegCtrl	Lavaux	DNA12	P2	0.05
364525_051-LP3-ITS-0051	Lavaux_2021-09-30_must_Plot15_Row2/Vine11_ID120	Sample	Lavaux	DNA11	P1	4.54
364525_293-LP3-ITS-0293	Lavaux_2022-08-10_soil_Plot14	Sample	Lavaux	DNA15	P4	6.71
364525_172-LP3-ITS-0172	Lavaux_2021-09-30_must_Plot4_Row12/Vine10_ID10	Sample	Lavaux	DNA12	P2	2.07
364525_050-LP3-ITS-0050	do not use	Sample	NOT-USE	DNA11	P1	3.52
364525_294-LP3-ITS-0294	Lavaux_2022-08-10_soil_Plot20	Sample	Lavaux	DNA15	P4	4.82
364525_173-LP3-ITS-0173	Lavaux_2021-09-30_must_Plot19_Row3/Vine10_ID196	Sample	Lavaux	DNA12	P2	3.53
364525_053-LP3-ITS-0053	Lavaux_2021-09-30_must_Plot20_Row4/Vine10_ID202	Sample	Lavaux	DNA11	P1	2.14
364525_295-LP3-ITS-0295	Lavaux_2022-08-10_soil_Plot15	Sample	Lavaux	DNA15	P4	4.62
364525_174-LP3-ITS-0174	Lavaux_2021-09-30_must_Plot4_Row15/Vine20_ID15	Sample	Lavaux	DNA12	P2	1.99
364525_052-LP3-ITS-0052	Lavaux_2021-09-30_must_Plot14_Row7/Vine8_ID108	Sample	Lavaux	DNA11	P1	3.82
364525_299-LP3-ITS-0299	Lavaux_2021-08-31_soil_Plot20	Sample	Lavaux	DNA15	P4	0.12
364525_178-LP3-ITS-0178	Lavaux_2021-09-30_must_Plot15_Row4/Vine30_ID123	Sample	Lavaux	DNA12	P2	2.52
364525_058-LP3-ITS-0058	Lavaux_2021-09-30_must_Plot4_Row21/Vine20_ID24	Sample	Lavaux	DNA11	P1	3.16
364525_300-LP3-ITS-0300	Lavaux_2022-03-08_soil_Plot19	Sample	Lavaux	DNA15	P4	0.18
364525_179-LP3-ITS-0179	Lavaux_2021-09-30_must_Plot11_Row3/Vine19_ID59	Sample	Lavaux	DNA12	P2	7.61
364525_301-LP3-ITS-0301	Lavaux_2022-03-08_soil_Plot20	Sample	Lavaux	DNA15	P4	0.09
